before_stopword,after_stopword
"['nah', 'mindset', 'yang', 'kaya', 'begitu', 'harus', 'dirubah', 'gonta', 'ganti', 'pelatih', 'tiap', 'tahun', 'sekali', 'tapi', 'hasilnya', 'tetap', 'nihil', 'berarti', 'masalahnya', 'sudah', 'bukan', 'pelatih', 'lagi', 'itu']",mindset kaya dirubah gonta ganti pelatih hasilnya nihil pelatih
"['lini', 'depan', 'kita', 'luar', 'biasa', 'tapi', 'pertahanan', 'kita', 'masih', 'rapuh', 'kemenangan', 'tapi', 'amorim', 'harus', 'segera', 'perbaiki', 'itu']",lini pertahanan rapuh kemenangan amorim perbaiki
"['emot', 'zirkzee', 'untuk', 'arsenal']",emot zirkzee arsenal
"['garnacho', 'tm']",garnacho tm
"['lagi', 'buat', 'mu', 'tapi', 'pertahanan', 'kita', 'rawan', 'banget', 'semoga', 'amorim', 'bisa', 'segera', 'atasi', 'ini']",mu pertahanan rawan banget semoga amorim atasi
"['ft', 'win']",ft win
"['saya', 'melihat', 'banyak', 'peningkatan', 'dalam', 'permainan', 'tim', 'meskipun', 'hasilnya', 'imbang', 'saya', 'optimis', 'dengan', 'filosofi', 'yang', 'dibawa', 'oleh', 'ruben', 'amorim']",peningkatan permainan tim hasilnya imbang optimis filosofi dibawa ruben amorim
"['onana', 'semakin', 'menunjukkan', 'kelasnya', 'tapi', 'pertahanan', 'masih', 'lemah', 'kemenangan', 'bukan', 'berarti', 'kita', 'aman']",onana kelasnya pertahanan lemah kemenangan aman
['altay'],altay
"['tim', 'medis', 'nya', 'dipertanyakan']",tim medis nya
"['mount', 'buang', 'saja', 'bjir', 'letoy', 'dari', 'dulu', 'enggak', 'sembuh']",mount buang bjir letoy sembuh
"['sepertinya', 'bakal', 'mentok', 'kayak', 'musim', 'lalu', 'begitu', 'saja']",mentok kayak musim
"['amorim', 'sudah', 'membuat', 'kemajuan', 'besar', 'di', 'sektor', 'pertahanan', 'tetapi', 'serangan', 'balik', 'sering', 'kali', 'tidak', 'cukup', 'tajam', 'untuk', 'memanfaatkan', 'peluang']",amorim kemajuan di sektor pertahanan serangan kali tajam memanfaatkan peluang
"['mu', 'kalah', 'pertahanan', 'kita', 'benarbenar', 'parah', 'kalau', 'enggak', 'diperbaiki', 'cepat', 'kita', 'bakal', 'terus', 'menderita']",mu kalah pertahanan benarbenar parah diperbaiki cepat menderita
"['lagu', 'lama']",lagu
"['standard', 'lu', 'rendah', 'banget', 'bro', 'main', 'kaya', 'begitu', 'bilang', 'bagus', 'kocao']",standard lu rendah banget bro main kaya bilang bagus kocao
"['jadi', 'ingat', 'dulu', 'dia', 'waktu', 'pertama', 'kali', 'debut', 'cocok', 'nya', 'jadi', 'supersub', 'coba', 'saja', 'dia', 'jadikan', 'supersub', 'main', 'nya', 'pas', 'babak', 'ke']",kali debut cocok nya supersub coba jadikan supersub main nya pas babak ke
"['hualah', 'sia', 'deh', 'kalah', 'melulu', 'kayak', 'sengaja', 'emyu', 'habitat', 'mau', 'turun', 'kasta']",hualah sia deh kalah melulu kayak sengaja emyu habitat turun kasta
"['mungkin', 'ada', 'baiknya', 'muhasabah', 'dulu', 'klub', 'ini', 'goncangan', 'tiada', 'henti']",baiknya muhasabah klub goncangan tiada henti
"['dari', 'kemarin', 'yang', 'masalah', 'ya', 'pelatihnya', 'anak', 'emas', 'teros', 'yang', 'dimainin']",kemarin ya pelatihnya anak emas teros dimainin
"['style', 'penalty', 'licha', 'gila', 'cool', 'banget']",style penalty licha gila cool banget
"['zirkzee', 'out', 'pemain', 'enggak', 'guna', 'anjing']",zirkzee out pemain anjing
"['nah', 'kan', 'kalodia', 'bisa', 'gocek', 'sama', 'lari', 'kencang', 'mungkin', 'akan', 'banyak', 'peluang', 'tapi', 'lihat', 'kemarin', 'lwan', 'ipul', 'adu', 'speed', 'kalah', 'stop', 'bola', 'alirkan', 'ke', 'belakang', 'ya', 'bgtulah', 'akhirnya', 'hilang', 'momen']",kalodia gocek lari kencang peluang lihat kemarin lwan ipul adu speed kalah stop bola alirkan ke ya bgtulah hilang momen
"['kemenangan', 'memang', 'penting', 'tapi', 'perkembangan', 'tim', 'lebih', 'utama']",kemenangan perkembangan tim utama
"['dorgu', 'itu', 'type', 'pemain', 'versatile', 'sama', 'kayak', 'marcos', 'llorente', 'rodrigo', 'deh', 'paul', 'di', 'atm', 'bisa', 'main', 'di', 'beberapa', 'posisi', 'kalo', 'lu', 'main', 'efootball', 'pasti', 'tau']",dorgu type pemain versatile kayak marcos llorente rodrigo deh paul di atm main di posisi kalo lu main efootball tau
"['mahal', 'amat']",mahal
"['inpo', 'ig', 'wasit']",inpo ig wasit
"['ya', 'mulai', 'menyalahkan', 'pelatih', 'gass', 'terus', 'sampai', 'ganti', 'pelatih']",ya menyalahkan pelatih gass ganti pelatih
"['tanda', 'tanda', 'terpongkeng']",tanda tanda terpongkeng
"['kebobolan', 'tadi', 'salah', 'martinez', 'bukan', 'maguire', 'dia', 'enggak', 'jaga', 'welbeck']",kebobolan salah martinez maguire jaga welbeck
"['dorgu', 'di', 'kasih', 'di', 'kanan', 'donggpdhal', 'dia', 'bek', 'kiri', 'murni', 'sih', 'harusnyamalah', 'di', 'pasang', 'di', 'kananngadi', 'amorimuntung', 'menangklo', 'kalah', 'habis', 'itu', 'brewok', 'amorim']",dorgu di kasih di kanan donggpdhal bek kiri murni sih harusnyamalah di pasang di kananngadi amorimuntung menangklo kalah habis brewok amorim
['offside'],offside
['lawak'],lawak
"['kekalahan', 'pertahanan', 'kita', 'benarbenar', 'bocor', 'amorim', 'harus', 'segera', 'cari', 'cara', 'untuk', 'memperbaiki', 'hal', 'ini']",kekalahan pertahanan benarbenar bocor amorim cari memperbaiki
"['kapan', 'lagi', 'dapat', 'pemain', 'tapi', 'kalo', 'ke', 'juve', 'oke', 'lah', 'barter', 'sama', 'chiesa', 'mah']",pemain kalo ke juve oke barter chiesa mah
"['eth', 'brharap', 'rash', 'menemukan', 'performa', 'terbaiknya', 'dengan', 'cara', 'selalu', 'menurunkannya', 'namun', 'tetap', 'gagal', 'sepertinya', 'eth', 'harus', 'membuat', 'keputusan', 'dengan', 'mempertimbangkan', 'garnacho', 'lwf', 'dan', 'amad', 'rwf']",eth brharap rash menemukan performa terbaiknya menurunkannya gagal eth keputusan mempertimbangkan garnacho lwf amad rwf
"['ugarte', 'dm', 'maino', 'cuma', 'bruno', 'amf', 'lwf', 'garnacho', 'rwf', 'amad', 'cf', 'hojlund']",ugarte dm maino bruno amf lwf garnacho rwf amad cf hojlund
"['betul', 'bang', 'setuju', 'sepakbola', 'modern', 'harus', 'bisa', 'cari', 'pelatih', 'yang', 'bisa', 'improve', 'tiap', 'match', 'ranieri', 'berhasil', 'sama', 'leichester', 'tapi', 'musim', 'berikutnya', 'hancur', 'karena', 'taktiknya', 'sudah', 'terbaca']",bang setuju sepakbola modern cari pelatih improve match ranieri berhasil leichester musim hancur taktiknya terbaca
"['mana', 'gayanya', 'sok', 'jago', 'lagi', 'sekarang', 'malas', 'menonton', 'mu', 'gara', 'gara', 'ada', 'onana']",gayanya sok jago malas menonton mu gara gara onana
"['yang', 'sering', 'main', 'onana', 'tapi', 'yang', 'cedea', 'tom', 'heaton']",main onana cedea tom heaton
"['di', 'saat', 'baru', 'tertinggal', 'di', 'situ', 'baru', 'permainan', 'mulai', 'panas', 'di', 'situ', 'pula', 'baru', 'masukkan', 'garnacho', 'dan', 'zirkzee', 'assu', 'benar', 'eth', 'ini', 'penyakit', 'lama', 'nya', 'enggak', 'sembuh']",di tertinggal di situ permainan panas di situ masukkan garnacho zirkzee assu eth penyakit nya sembuh
"['sudah', 'rubah', 'lagi', 'ya', 'gan', 'belum', 'langganan', 'lagi', 'vidio', 'soalnya', 'enggak', 'ada', 'bajet']",rubah ya gan langganan vidio bajet
"['amorim', 'bawa', 'mu', 'main', 'seperti', 'tim', 'juara', 'ten', 'hag', 'cuma', 'bisa', 'parkir', 'bus', 'viva', 'amorim']",amorim bawa mu main tim juara ten hag parkir bus viva amorim
"['pergerakan', 'tanpa', 'bola', 'lebih', 'dinamis', 'sekarang', 'era', 'ten', 'hag', 'terlalu', 'statis']",pergerakan bola dinamis era ten hag statis
"['baru', 'kali', 'ini', 'menonton', 'arsenal', 'tapi', 'apa', 'memang', 'mereka', 'cara', 'main', 'nya', 'kaya', 'begitu', 'ya', 'passing', 'kanan', 'kiri', 'crossing', 'begitu', 'terus', 'sampai', 'menit']",kali menonton arsenal main nya kaya ya passing kanan kiri crossing menit
"['altay', 'refleknya', 'lebih', 'bagus', 'daripada', 'onana']",altay refleknya bagus onana
"['main', 'deh', 'satu', 'squad']",main deh squad
"['ternyata', 'belum', 'berubah', 'padahal', 'liverpool', 'baru', 'ganti', 'pelatih']",berubah liverpool ganti pelatih
"['serangan', 'balik', 'lebih', 'cepat', 'dibanding', 'era', 'ten', 'hag', 'lebih', 'efisien']",serangan cepat dibanding era ten hag efisien
"['skill', 'individu', 'makin', 'berkembang', 'passing', 'lebih', 'presisi', 'bangga', 'banget']",skill individu berkembang passing presisi bangga banget
"['jadwal', 'tayangan', 'pertandingan', 'sudah', 'diumumkan']",jadwal tayangan pertandingan diumumkan
"['amorim', 'mulai', 'tunjukin', 'perubahan', 'dominasi', 'bola', 'lebih', 'rapi', 'tapi', 'masih', 'agak', 'rapuh', 'di', 'belakang', 'semoga', 'bisa', 'diperbaiki']",amorim tunjukin perubahan dominasi bola rapi rapuh di semoga diperbaiki
"['ole', 'bisa', 'survive', 'bahkan', 'ada', 'progres', 'di', 'tengah', 'kacaunya', 'intern', 'mu', 'eh', 'malah', 'kedatangan', 'mega', 'bintang', 'pas', 'sudah', 'encok', 'malah', 'balik', 'ke', 'mu', 'ruang', 'ganti', 'ikutan', 'kacau', 'dodo', 'jadi', 'boomerang', 'buat', 'mu', 'dan', 'ole']",ole survive progres di kacaunya intern mu eh kedatangan mega bintang pas encok ke mu ruang ganti ikutan kacau dodo boomerang mu ole
"['anjir', 'dari', 'mana', 'bagus', 'nya', 'ya', 'kelihatan', 'bagus', 'karena', 'mu', 'nya', 'saja', 'yang', 'bapuk', 'kocak']",anjir bagus nya ya bagus mu nya bapuk kocak
"['enggak', 'yakin']",
"['ruben', 'amorim', 'sudah', 'mulai', 'membawa', 'perubahan', 'positif', 'meskipun', 'kami', 'hanya', 'bermain', 'imbang', 'saya', 'melihat', 'ada', 'peningkatan', 'dalam', 'filosofi', 'permainan']",ruben amorim membawa perubahan positif bermain imbang peningkatan filosofi permainan
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['main', 'mu', 'sekarang', 'sudah', 'mulai', 'membaik', 'sih', 'tinggal', 'lebih', 'konsisten', 'saja']",main mu membaik sih tinggal konsisten
"['ft', 'win']",ft win
"['ini', 'mangsudnya', 'eth', 'masih', 'mainin', 'raspot', 'tuh', 'apa', 'ya', 'titipan', 'orang', 'dalem', 'kah']",mangsudnya eth mainin raspot tuh ya titipan orang dalem kah
"['mainoo', 'beban', 'sih']",mainoo beban sih
"['onana', 'masih', 'sering', 'bikin', 'keputusan', 'aneh', 'harusnya', 'lebih', 'tenang', 'di', 'bawah', 'mistar']",onana bikin keputusan aneh tenang di mistar
"['senggol', 'dikit', 'pelanggan']",senggol dikit pelanggan
"['eh', 'lu', 'botak', 'mau', 'ini', 'itu', 'diturutin', 'tapi', 'kalo', 'masih', 'sampai', 'pernainnya', 'begitu', 'saja', 'cabut', 'saja', 'deh']",eh lu botak diturutin kalo pernainnya cabut deh
"['pov', 'untuk', 'pertandingan', 'kemarin', 'v', 'liverpool', 'kenapa', 'harus', 'ada', 'rashford', 'ya', 'karena', 'belio', 'satu', 'nya', 'homegrown', 'kalo', 'enggak', 'salah', 'aturannya', 'setiap', 'klubpertandingan', 'harus', 'memainkan', 'min', 'pemain', 'homegrown']",pov pertandingan kemarin v liverpool rashford ya belio nya homegrown kalo salah aturannya klubpertandingan memainkan min pemain homegrown
"['salah', 'fan', 'juga', 'sih', 'kan', 'fan', 'juga', 'mnuntut', 'pemain', 'kaya', 'rashy', 'antony', 'segera', 'out', 'dari', 'tim']",salah fan sih fan mnuntut pemain kaya rashy antony out tim
"['enggak', 'perlu', 'presing', 'setidaknya', 'masih', 'bisa', 'ngejar', 'bola', 'masih', 'ada', 'stamina', 'semalam', 'case', 'dan', 'mainoo', 'sudah', 'enggak', 'bisa', 'lari', 'lagi']",presing ngejar bola stamina semalam case mainoo lari
"['gol', 'brigthton', 'kayak', 'enggak', 'goal', 'anjir', 'penontonnya', 'saja', 'enggak', 'engah', 'kalo', 'itu', 'goal', 'and', 'ini', 'match', 'kayak', 'menonton', 'tenis', 'sunyi', 'banget', 'kalo', 'tengah', 'malem', 'maennya', 'ketiduran', 'kali', 'gue']",gol brigthton kayak goal anjir penontonnya engah kalo goal and match kayak menonton tenis sunyi banget kalo malem maennya ketiduran kali gue
['lord'],lord
"['dipinjam', 'tapi', 'musim', 'depan', 'harus', 'opsi', 'pembelian']",dipinjam musim opsi pembelian
"['tenang', 'minimal', 'trophy', 'musim', 'ini']",tenang minimal trophy musim
"['ruben', 'amorim', 'harus', 'lebih', 'tegas', 'dalam', 'rotasi', 'pemain', 'lini', 'serang', 'yang', 'kurang', 'tajam', 'menjadi', 'masalah', 'besar', 'di', 'laga', 'pertama']",ruben amorim rotasi pemain lini serang tajam di laga
"['amorim', 'lebih', 'memprioritaskan', 'pertahanan', 'yang', 'rapat', 'namun', 'kadang', 'serangan', 'tim', 'terlihat', 'terhambat', 'karena', 'terlalu', 'banyak', 'menunggu']",amorim memprioritaskan pertahanan rapat kadang serangan tim terhambat menunggu
"['hojlund', 'makin', 'tajam', 'tapi', 'jika', 'defense', 'kita', 'enggak', 'solid', 'bisa', 'jadi', 'bumerang', 'mu', 'harus', 'lebih', 'hatihati']",hojlund tajam defense solid bumerang mu hatihati
"['jurgen', 'klopp', 'apa', 'pep']",jurgen klopp pep
"['sama', 'palmer', 'juta', 'fix', 'hayu']",palmer juta fix hayu
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['lihat', 'saja', 'berapa', 'kali', 'garnacho', 'umpan', 'ke', 'tengah', 'enggak', 'ada', 'yang', 'sesuai', 'posisi', 'hujlond', 'sama', 'zirzke', 'gol', 'prtma', 'saja', 'yang', 'kena', 'wkwk']",lihat kali garnacho umpan ke sesuai posisi hujlond zirzke gol prtma kena wkwk
"['kayak', 'ya', 'sih', 'bukan', 'experimen', 'mungkin', 'itu', 'pesan', 'dari', 'ruben', 'buat', 'managemen', 'kalau', 'dia', 'perlu', 'pemain', 'baru', 'di', 'depan', 'coz', 'emyu', 'deh', 'keluar', 'pemain', 'depan', 'tapi', 'baru', 'dapat', 'bek', 'kiri', 'sama', 'bek', 'muda', 'arsenal']",kayak ya sih experimen pesan ruben managemen pemain di coz emyu deh pemain bek kiri bek muda arsenal
"['kita', 'perlu', 'memperbaiki', 'strategi', 'serangan', 'banyak', 'kesempatan', 'yang', 'terbuang', 'percuma']",memperbaiki strategi serangan kesempatan terbuang
"['babak', 'pertama', 'ya', 'apalah']",babak ya apalah
"['zirkzee', 'knapa', 'enggak', 'rebahan', 'saja', 'sih', 'malah', 'dengkulnya', 'ngangkat', 'hadeh']",zirkzee knapa rebahan sih dengkulnya ngangkat hadeh
"['kan', 'kata', 'gue', 'lihat', 'sampai', 'akhir', 'musim', 'baru', 'percaya', 'enggak', 'percaya', 'ini', 'baru', 'match', 'lu', 'sudah', 'bisa', 'rangkumin', 'sampai', 'match', 'ke', 'atau', 'epl']",gue lihat musim percaya percaya match lu rangkumin match ke epl
"['setiap', 'pertandingan', 'adalah', 'peluang', 'dan', 'mu', 'harus', 'memanfaatkannya']",pertandingan peluang mu memanfaatkannya
"['pemain', 'kita', 'harus', 'mulai', 'menonton', 'tutorial', 'youtube', 'cara', 'passing', 'yang', 'benar']",pemain menonton tutorial youtube passing
"['alasan', 'saja']",alasan
"['comment', 'text']",comment text
"['amorim', 'pintar', 'membaca', 'permainan', 'lawan', 'strategi', 'lebih', 'adaptif']",amorim pintar membaca permainan lawan strategi adaptif
"['sudah', 'lah', 'bro', 'buka', 'mata', 'lebar', 'ini', 'pelatih', 'memang', 'minim', 'taktik', 'sampai', 'kiamat']",bro buka mata lebar pelatih minim taktik kiamat
"['arsenal', 'ini', 'dari', 'menit', 'pertama', 'pemain', 'nya', 'drama', 'banget', 'anjir', 'mana', 'dibantu', 'sama', 'wasit']",arsenal menit pemain nya drama banget anjir dibantu wasit
['tolol'],tolol
"['syukurlah', 'enggak', 'di', 'bantai']",syukurlah di bantai
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['terus', 'mau', 'menyalahkan', 'siapa', 'lagi', 'glazzer']",menyalahkan glazzer
"['jadi', 'ingat', 'dulu', 'dia', 'waktu', 'pertama', 'kali', 'debut', 'cocok', 'nya', 'jadi', 'supersub', 'coba', 'saja', 'dia', 'jadikan', 'supersub', 'main', 'nya', 'pas', 'babak', 'ke']",kali debut cocok nya supersub coba jadikan supersub main nya pas babak ke
"['bayindir', 'mazraoui', 'deh', 'ligt', 'martinez', 'dalot', 'mainoo', 'ugarte', 'amad', 'bruno', 'garnacho', 'zirkzee', 'onana', 'pinjemin', 'saja', 'liga', 'tarkam']",bayindir mazraoui deh ligt martinez dalot mainoo ugarte amad bruno garnacho zirkzee onana pinjemin liga tarkam
"['tampil', 'solid', 'di', 'babak', 'pertama', 'tapi', 'babak', 'kedua', 'mulai', 'kehilangan', 'fokus', 'harus', 'lebih', 'fokus', 'di', 'pertandingan', 'selanjutnya']",tampil solid di babak babak kehilangan fokus fokus di pertandingan
"['ten', 'hag']",ten hag
"['berdoa', 'mulai']",berdoa
"['mungkin', 'karena', 'ini', 'sih', 'jadi', 'emyu', 'menambah', 'm', 'saja']",sih emyu menambah m
"['hojlund', 'makin', 'tajam', 'tapi', 'jika', 'defense', 'enggak', 'diperbaiki', 'mu', 'enggak', 'akan', 'jauh', 'kemenangan', 'masih', 'belum', 'cukup']",hojlund tajam defense diperbaiki mu kemenangan
"['yang', 'di', 'tunggu', 'kemenangan', 'beruntun', 'buat', 'ningkatin', 'mental', 'e', 'baru', 'match', 'ke', 'sudah', 'kok']",di tunggu kemenangan beruntun ningkatin mental e match ke
"['wkwk', 'biasanya', 'yang', 'mengomong', 'begini', 'yang', 'tolol']",wkwk mengomong tolol
"['coba', 'menyarankan', 'pelatih', 'dong', 'abang', 'ganteng', 'nanti', 'giliran', 'sudah', 'diganti', 'terus', 'enggak', 'dapat', 'tropi', 'ngamuk', 'lagi', 'aduh']",coba menyarankan pelatih abang ganteng giliran diganti tropi ngamuk aduh
"['kalau', 'mu', 'enggak', 'segera', 'perbaiki', 'pertahanan', 'bisa', 'makin', 'terpuruk', 'di', 'liga']",mu perbaiki pertahanan terpuruk di liga
"['fit', 'tapi', 'planga', 'plongo']",fit planga plongo
"['enggak', 'signifikan', 'gimane', 'created', 'chances', 'kita', 'tertinggi', 'kedua', 'kalah', 'sama', 'city', 'doang', 'ya', 'berarti', 'pemainnya', 'yang', 'bapuk', 'su']",signifikan gimane created chances tertinggi kalah city doang ya pemainnya bapuk su
"['ya', 'kudu', 'sabar', 'pengin', 'nya', 'langsung', 'cetak', 'gol', 'menang', 'dan', 'besuk', 'selanjut', 'nya', 'begitu', 'lagi', 'tapi', 'lawan', 'nya', 'enggak', 'tidur', 'butuh', 'adaptasi', 'dan', 'strategi']",ya kudu sabar pengin nya langsung cetak gol menang besuk selanjut nya lawan nya tidur butuh adaptasi strategi
"['sudah', 'hopeless', 'musim', 'ini', 'enggak', 'degra', 'sudah', 'untung']",hopeless musim degra untung
"['misuhnya', 'nanti', 'ah', 'kalau', 'sudah', 'match', 'day', 'ke']",misuhnya ah match day ke
"['antony', 'tuker', 'mudryk', 'saja']",antony tuker mudryk
"['rashford', 'pun', 'tak', 'guna']",rashford
"['ini', 'masih', 'pakai', 'pemain', 'yang', 'ada', 'belum', 'yang', 'dia', 'semua', 'mau']",pakai pemain
"['pakai', 'mu', 'lu', 'sudah']",pakai mu lu
"['kok', 'offside', 'ya', 'biasanya', 'kalo', 'orang', 'terakhir', 'kasih', 'pass', 'enggak', 'masalah', 'apa', 'karena', 'sudah', 'di', 'blakang', 'kiper']",offside ya kalo orang kasih pass di blakang kiper
"['sudah', 'di', 'bantu', 'wasitmu', 'main', 'cuma', 'orgdikasi', 'pinaltimasi', 'juga', 'kalah', 'arsendal', 'arsendal']",di bantu wasitmu main orgdikasi pinaltimasi kalah arsendal arsendal
"['amorim', 'perlu', 'perbaiki', 'defensive', 'transition', 'masih', 'sering', 'kecolongan', 'counter', 'attack']",amorim perbaiki defensive transition kecolongan counter attack
"['untung', 'enggak', 'ada', 'var', 'wkk']",untung var wkk
"['nah', 'ya', 'tugas', 'mereka', 'mereka', 'lebih', 'tau', 'kalo', 'kita', 'yang', 'jauh', 'taunya', 'pelatih', 'yang', 'bertanggung', 'jawab']",ya tugas tau kalo taunya pelatih bertanggung
"['gila', 'seru', 'banget', 'pertandingan', 'kali', 'ini', 'ayo', 'terus', 'berjuang']",gila seru banget pertandingan kali ayo berjuang
"['wakabayashi', 'juga', 'angkat', 'topi', 'kalo', 'lihat', 'lu', 'bang']",wakabayashi angkat topi kalo lihat lu bang
"['mengomong', 'apa']",mengomong
"['menurut', 'gue', 'masih', 'layak', 'meskipun', 'enggak', 'masuk', 'di', 'cadangan', 'sebenarnya', 'sayap', 'emyu', 'enggak', 'ada', 'yang', 'berani', 'menusuk', 'atau', 'enggak', 'ada', 'yang', 'bisa', 'ngelewatin', 'pemain', 'apalagi', 'rashford']",gue layak masuk di cadangan sayap emyu berani menusuk ngelewatin pemain rashford
"['kemenangan', 'penting', 'tapi', 'kita', 'masih', 'sering', 'kebobolan', 'jangan', 'biarkan', 'ini', 'jadi', 'masalah']",kemenangan kebobolan biarkan
"['banyak', 'pemain', 'mu', 'yang', 'harus', 'meningkatkan', 'mentalitas', 'mereka']",pemain mu meningkatkan mentalitas
"['jadwal', 'main', 'emyu', 'kalah', 'lagi', 'bang']",jadwal main emyu kalah bang
"['boleh', 'juga', 'ya', 'main', 'joshua', 'zikri', 'sekarang']",ya main joshua zikri
"['dalot', 'juga', 'sama', 'hebohnya', 'padahal', 'pekerjaan', 'backpass', 'doang']",dalot hebohnya pekerjaan backpass doang
"['transisi', 'dari', 'defense', 'ke', 'attack', 'lebih', 'cepat', 'tidak', 'berteletele', 'seperti', 'era', 'ten', 'hag']",transisi defense ke attack cepat berteletele era ten hag
"['ya', 'bagaimana', 'dengan', 'selalu', 'mainin', 'onana', 'dalot', 'apalagi', 'dorgu', 'ditaruh', 'kanan', 'kalo', 'garnacho', 'enggak', 'ada', 'murni', 'enggak', 'kreatif', 'jobdesk', 'yang', 'bertanggung', 'jawab', 'semua', 'itu', 'kan', 'pelatih']",ya mainin onana dalot dorgu ditaruh kanan kalo garnacho murni kreatif jobdesk bertanggung pelatih
['alamat'],alamat
"['justru', 'secara', 'permainan', 'sudah', 'bagus', 'cuma', 'pemain', 'emyu', 'kadang', 'suka', 'error', 'sendiri', 'sama', 'enggak', 'bisa', 'golin', 'kalo', 'itu', 'dibenerin', 'sih', 'besar', 'bisa', 'asal', 'enggak', 'ada', 'yang', 'cidera']",permainan bagus pemain emyu kadang suka error golin kalo dibenerin sih cidera
"['jual', 'saja', 'lah', 'juta', 'juga', 'gapapa', 'yang', 'penting', 'nih', 'orang', 'cepetan', 'cabut', 'jadi', 'benalu', 'saja']",jual juta gapapa nih orang cepetan cabut benalu
"['minimal', 'lawan', 'rival', 'bisa', 'ngimbangin', 'permainan']",minimal lawan rival ngimbangin permainan
"['amad', 'rashford', 'sama', 'mount', 'musti', 'ganti', 'sih', 'permainan', 'enggak', 'jalan']",amad rashford mount musti ganti sih permainan jalan
"['comment', 'text']",comment text
"['lae', 'kalo', 'lu', 'butuh', 'otak']",lae kalo lu butuh otak
"['yaudah', 'iya']",yaudah iya
"['degradasi', 'guys']",degradasi guys
"['masih', 'butuh', 'sih', 'untuk', 'cadangan', 'jaga', 'kalo', 'ada', 'cedera']",butuh sih cadangan jaga kalo cedera
"['iya', 'duh', 'ampun']",iya duh ampun
"['lini', 'serang', 'masih', 'belum', 'tajam', 'namun', 'saya', 'optimis', 'ruben', 'amorim', 'akan', 'segera', 'memperbaiki', 'kekurangan', 'tersebut']",lini serang tajam optimis ruben amorim memperbaiki kekurangan
"['mektomeni', 'fix', 'ke', 'napoli', 'kah']",mektomeni fix ke napoli kah
"['tambang_indonesia', 'tapi', 'memang', 'ada', 'pemain', 'di', 'tim', 'ini', 'yang', 'harus', 'dibuang', 'seperti', 'casemiro', 'lindelof', 'kiper', 'baru', 'rashford', 'kalau', 'ada', 'minat', 'dan', 'harga', 'oke', 'sama', 'butuh', 'winger', 'baru', 'yang', 'lebih', 'oke', 'masalahnya', 'siapa', 'yang', 'ada', 'kemungkinan', 'ya']",tambang_indonesia pemain di tim dibuang casemiro lindelof kiper rashford minat harga oke butuh winger oke ya
"['saya', 'merasa', 'optimis', 'dengan', 'filosofi', 'ruben', 'amorim', 'tetapi', 'lini', 'serang', 'harus', 'lebih', 'efektif', 'agar', 'kami', 'bisa', 'meraih', 'kemenangan']",optimis filosofi ruben amorim lini serang efektif meraih kemenangan
"['konstribusi', 'gue', 'menonton', 'live', 'stream', 'bayar', 'di', 'vidiocom']",konstribusi gue menonton live stream bayar di vidiocom
"['performa', 'mu', 'lebih', 'agresif', 'sekarang', 'buildup', 'play', 'lebih', 'cepat', 'dibanding', 'era', 'ten', 'hag']",performa mu agresif buildup play cepat dibanding era ten hag
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['yang', 'bikin', 'harga', 'pemain', 'yang', 'mau', 'di', 'beli', 'mu', 'mahal', 'apa', 'ya', 'contoh', 'kata', 'nya', 'yoro', 'talenta', 'berbakat', 'gaya', 'main', 'seperti', 'varane', 'tapi', 'melihat', 'dia', 'bermain', 'tidak', 'seperti', 'harga', 'nya', 'yang', 'fantastis', 'di', 'usia', 'nya', 'yang', 'segitu', 'dan', 'masih', 'minim', 'prestasi', 'juga', 'pengalaman']",bikin harga pemain di beli mu mahal ya contoh nya yoro talenta berbakat gaya main varane bermain harga nya fantastis di usia nya segitu minim prestasi pengalaman
['loan'],loan
"['pertanyaan', 'apa', 'ini', 'ekwkwk', 'dipikirnya', 'sekelas', 'city', 'enggak', 'pernah', 'kalah', 'sama', 'tim', 'lain', 'wkwkwk', 'dipikirnya', 'sepakbola', 'itu', 'matematika', 'this', 'is', 'premier', 'league', 'bro', 'fan', 'bola', 'baru', 'ya']",ekwkwk dipikirnya sekelas city kalah tim wkwkwk dipikirnya sepakbola matematika this is premier league bro fan bola ya
"['bapuknya', 'mulai', 'kelihatan', 'aslinya', 'biasa', 'banget', 'ini', 'pemain', 'di', 'munchen', 'saja', 'dibuang']",bapuknya aslinya banget pemain di munchen dibuang
"['kebiasaan', 'pelatih', 'ini', 'begitu', 'cuma', 'main', 'aman', 'berharap', 'hoki', 'musim', 'ke', 'melatih', 'main', 'enggak', 'aktraktif', 'ada', 'striker', 'pasang', 'bruno', 'pelatih', 'lfc', 'saja', 'baru', 'datang', 'mainnya', 'lebih', 'aktraktif', 'dan', 'efektif']",kebiasaan pelatih main aman berharap hoki musim ke melatih main aktraktif striker pasang bruno pelatih lfc mainnya aktraktif efektif
"['wkwk', 'lawak', 'arsenal']",wkwk lawak arsenal
"['formasi', 'amorim', 'ini', 'gila', 'serangan', 'tajam', 'pertahanan', 'kokoh']",formasi amorim gila serangan tajam pertahanan kokoh
"['salah', 'fokus', 'ada', 'bendera', 'thailand']",salah fokus bendera thailand
