Comment Text,Cleaned Comment,Sentiment,preprocessing_comment
@ManUtd_ID Perkenalan OT langsung minn,perkenalan ot langsung minn,netral,kenal ot langsung minn
UTAMAKAN Orangtua mu diri mu impian mu dan keinginan mu lalu MU (emyu). Derby Nanti Malam geesss.. lawan ny tim biasa ajah. Menang lagi ini mah... #ManchesterUnited #emyu,utamakan orangtua mu diri mu impian mu dan keinginan mu lalu mu emyu derby nanti malam gees lawan ny tim biasa ajah menang lagi ini mah manchesterunited emyu,positif,utama orangtua mu mu impi mu mu mu emyu derby malam gees lawan nya tim menang mah manchesterunited emyu
brrti yg salah emyu ni ni pemain mlh gacor di klub lain,brrti yg salah emyu ni ni pemain mlh gacor di klub lain,positif,brrti salah emyu main gacor di klub
@ManUtd_ID Ubur ubur ikan lele Kapan nyetak gol lagi le,ubur ubur ikan lele kapan nyetak gol lagi le,negatif,ubur ubur ikan lele nyetak gol
@ManUtd_ID Klub papan bawah le,klub papan bawah le,positif,klub papan
2003 awal suka sama manchester united pas match emyu vs middlesbrough. ngeliat mainnya ryan giggs jadi keterusan nonton emyu. 2008 awal suka sama persija pas ada match ujicoba persipasi bekasi vs persija di stadion old patriot. pas awal kebentuk trio ABG.,awal suka sama manchester united pas match emyu vs middlesbrough ngeliat mainnya ryan giggs jadi keterusan nonton emyu awal suka sama persija pas ada match ujicoba persipasi bekasi vs persija di stadion old patriot pas awal kebentuk trio abg,positif,suka manchester united pas match emyu vs middlesbrough main ryan giggs keterusan tonton emyu suka persija pas match ujicoba persipasi bekas vs persija di stadion old patriot pas bentuk trio abang
@ManUtd_ID Pembuktian Van Nistelrooy,pembuktian van nistelrooy,netral,bukti van nistelrooy
@ManUtd_ID Striker MU gak doyan bikin goal.,striker mu gak doyan bikin goal,negatif,striker mu doyan bikin goal
De Ligt dilaga melawan Boznia #ManchesterUnited #DeLigt #kingemyu https://t.co/HS1S7r4BxP,de ligt dilaga melawan boznia manchesterunited deligt kingemyu,netral,deh ligt laga lawan boznia manchesterunited deligt kingemyu
@utdfocusid emyu memang klub terkutuq,emyu memang klub terkutuq,netral,emyu klub terkutuq
Ugarte dilaga melawan Venezuela #ManchesterUnited #Ugarte #kingemyu https://t.co/foIdqGITvX,ugarte dilaga melawan venezuela manchesterunited ugarte kingemyu,netral,ugarte laga lawan venezuela manchesterunited ugarte kingemyu
@ManUtd_ID Memperingati G30SPKI,memperingati gspki,netral,memperingati gspki
FULLTIME !!! Brace @marcusrashford &amp,fulltime brace amp,positif,fulltime brace amp
@idextratime Ternyata pertandingan emyu lawan Coventry gak seburuk itu,ternyata pertandingan emyu lawan coventry gak seburuk itu,positif,tanding emyu lawan coventry buruk
@ManUtd_ID Hitung total match yg sudah dia main kan https://t.co/OM2EzPANVP,hitung total match yg sudah dia main kan,netral,hitung total match main
@faizsyaa @irwndfrry Juve era Lippi lebih sangar hampir 4x final UCL 96-99 (Kalo aja AdP10 ga cedera buyar treble emyu 99). Pernah berantem Ama anak komplek ga mau samaan jd fans Juve akhirnya kepaksa jd fans Real Madrid era Redondo Carlos Raul Seedorf me,juve era lippi lebih sangar hampir x final ucl kalo aja adp ga cedera buyar treble emyu pernah berantem ama anak komplek ga mau samaan jd fans juve akhirnya kepaksa jd fans real madrid era redondo carlos raul seedorf me,negatif,juve era lippi sangar kali final ucl kalo adp cedera buyar treble emyu antem anak komplek samaan fan juve paksa fan real madrid era redondo carlos raul seedorf me
@ManUtd_ID Ini tim seminggu ga ada latihan apa? Gini gini aja maen nya,ini tim seminggu ga ada latihan apa gini gini aja maen nya,positif,tim minggu latih main nya
@utdfocusid di emyu aja jadi busuk,di emyu aja jadi busuk,negatif,di emyu busuk
@ManUtd_ID akankah amorim ngamuk2 lagi mecahin mangkok gelas di ruang ganti emyu?,akankah amorim ngamuk lagi mecahin mangkok gelas di ruang ganti emyu,netral,amorim ngamuk mecahin mangkok gelas di ruang ganti emyu
@ManUtd_ID Itu ngapain onana min...,itu ngapain onana min,negatif,kapai onana min
@ManUtd_ID Menang ga nih?,menang ga nih,positif,menang nih
#FACup AET : Manchester United 4-3 Liverpool McTominay 10' Antony 87' Rashford 112' Amad Diallo 120' Amad Diallo 120+1' - Mac Allister 44' Salah 45+2' Elliott 105' Gila gila gila Emyu ke semifinal! https://t.co/jTLMY4haDa,facup aet manchester united liverpool mctominay antony rashford amad diallo amad diallo mac allister salah elliott gila gila gila emyu ke semifinal,negatif,facup aet manchester united liverpool mctominay antony rashford amad diallo amad diallo mac allister salah elliott gila gila gila emyu ke semifinal
@ManUtd_ID TEN HAG GOBLOG PEMAIN GOBLOG SEMUANYA GOBLOG,ten hag goblog pemain goblog semuanya goblog,negatif,ten hag goblog main goblog goblog
@ManUtd_ID @adidasfootball bahus jir,bahus jir,negatif,bahus jir
@ManUtd_ID Iya pemanasan buat kalah.,iya pemanasan buat kalah,negatif,iya panas kalah
@ManUtd_ID ora PSS ora emyu podo wae goblok raiso bal balan,ora pss ora emyu podo wae goblok raiso bal balan,negatif,ora pss ora emyu podo wae goblok raiso bal balan
@ManUtd_ID Busuk,busuk,negatif,busuk
@ManUtd_ID iya iya emyu oke,iya iya emyu oke,netral,iya iya emyu oke
@idextratime mana yang bilang sancho keluar dari emyu pasti bagus,mana yang bilang sancho keluar dari emyu pasti bagus,positif,bilang sancho emyu bagus
@ManUtd_ID Club ini klo menang aneh klo kalah ya sdh biasa,club ini klo menang aneh klo kalah ya sdh biasa,positif,club kalo menang aneh kalo kalah ya
FT Man Utd 0-2 Crystal Palace BIASAKAN NONTON EMYU SAMPE AKHIR! https://t.co/VZjEbHyXkI,ft man utd crystal palace biasakan nonton emyu sampe akhir,netral,ft man utd crystal palace biasakan tonton emyu
Chelsea masuk dalam perburuan Jadon Sancho @FabrizioRomano #ManchesterUnited #Sancho #kingemyu https://t.co/2q8Mpm2hkT,chelsea masuk dalam perburuan jadon sancho manchesterunited sancho kingemyu,netral,chelsea masuk buru jadon sancho manchesterunited sancho kingemyu
@ManUtd_ID Kalo gak dipecat kebangeten ini.. Pengen jadiin MU jadi Ajax cabang Inggris,kalo gak dipecat kebangeten ini pengen jadiin mu jadi ajax cabang inggris,positif,kalo pecat kebangeten pengin jadikan mu ajax cabang inggris
@nakanomemoria @ManUtd_ID lebih baik dilanjutkan untuk menghibur fans yg lain,lebih baik dilanjutkan untuk menghibur fans yg lain,positif,dilanjutkan hibur fan
@ManUtd_ID Cuk ancen klub bajingan..,cuk ancen klub bajingan,negatif,cuk ancen klub bajing
@babycasper_a Anjrit kriterianya masuk semua termasuk hujat emyuâ,anjrit kriterianya masuk semua termasuk hujat emyu,negatif,anjrit kriteria masuk hujat emyu
full_text,full_text,netral,full text
@DoveyFUJINAGA WHAT DD... EMYU KALAH.,what dd emyu kalah,negatif,what dd emyu kalah
Garnacho and Ugarte tidak masuk kedalam starting line up dan akan berada di bench saat melawan Southamton [@utdscope] #ManchesterUnited #kingemyu https://t.co/hIFw0N9y49,garnacho and ugarte tidak masuk kedalam starting line up dan akan berada di bench saat melawan southamton manchesterunited kingemyu,netral,garnacho and ugarte masuk kedalam starting line up di bench lawan southamton manchesterunited kingemyu
@ManUtd_ID Sejarah mulu kapan menangnya leee,sejarah mulu kapan menangnya le,positif,sejarah mulu menang
Amad Diallo jadi pahlawan lagi. Bawa Manchester United imbang 2-2 lawan Liverpool di Anfield ! Persaingan Maguire vs Trent menyala. ketika tekad emyu berjuang mereka bisa tampil baik. #MUFC #LFC #AmadDiallo #EPL #LIVMUN #update #news #seketika https://t.co/t7c1PxTVB2,amad diallo jadi pahlawan lagi bawa manchester united imbang lawan liverpool di anfield persaingan maguire vs trent menyala ketika tekad emyu berjuang mereka bisa tampil baik mufc lfc amaddiallo epl livmun update news seketika,netral,amad diallo pahlawan bawa manchester united imbang lawan liverpool di anfield saing maguire vs trent nyala tekad emyu juang tampil mufc lfc amaddiallo epl livmun update news
Zirkzee dilaga vs Boznia #ManchesterUnited #Zirkzee #kingemyu https://t.co/xyzfkRyZkx,zirkzee dilaga vs boznia manchesterunited zirkzee kingemyu,netral,zirkzee laga vs boznia manchesterunited zirkzee kingemyu
@satrioabyaktaf @EmiratesFACup Kan buat Arsenal sama Leicester mah emyu tim kasta bawahnya. Fair doong,kan buat arsenal sama leicester mah emyu tim kasta bawahnya fair doong,positif,arsenal leicester mah emyu tim kasta bawahnya fair
tipis aja 0-4 emyu menang #ManchesterUnited,tipis aja emyu menang manchesterunited,positif,tipis emyu menang manchesterunited
@ManUtd_ID Emang ada yang lebih sangar dari ini le,emang ada yang lebih sangar dari ini le,positif,sangar
@LoveyRORA bocil emyu,bocil emyu,netral,bocil emyu
- Potret beberapa pemain #MUFC kembali melakukan sesi latihan setelah laga melawan Leicester di Old Trafford. Terlihat Casemiro ikut serta pada sesi latihan kali ini. Sumber : @samuelluckhurst &amp,potret beberapa pemain mufc kembali melakukan sesi latihan setelah laga melawan leicester di old trafford terlihat casemiro ikut serta pada sesi latihan kali ini sumber amp,netral,potret main mufc sesi latih laga lawan leicester di old trafford casemiro sesi latih kali sumber amp
@ManUtd_ID tgl berapa lagi next match nya min? PL nya yah nuhun,tgl berapa lagi next match nya min pl nya yah nuhun,netral,tanggal next match nya min pl nya ya nuhun
@cyansoftcore ya kan mulai sekarang sebelum kenal cowo mari bertanya dia team bolanya apa? kalo EMYU MARI KITA GANDENG,ya kan mulai sekarang sebelum kenal cowo mari bertanya dia team bolanya apa kalo emyu mari kita gandeng,netral,ya kenal cowok mari team bola kalo emyu mari gandeng
15 pemain Manchester United yg berlaga di jeda internasional telah kembali semua dengan keadaan TANPA CIDERA #ManchesterUnited #kingemyu https://t.co/QzZYuguIhv,pemain manchester united yg berlaga di jeda internasional telah kembali semua dengan keadaan tanpa cidera manchesterunited kingemyu,netral,main manchester united laga di jeda internasional cidera manchesterunited kingemyu
@dahlandanun @ManUtd_ID Gw gemes banget sama si botak sesekali onana di ganti dulu kenapa sih emang sebegitu hebatnya dia? Sekali aja pengen liat gmna refleknya kiper pengganti. Onana susah cleant sheet soalnya. Jadi coba ganti dulu 1-2 pertandingan kek.,gw gemes banget sama si botak sesekali onana di ganti dulu kenapa sih emang sebegitu hebatnya dia sekali aja pengen liat gmna refleknya kiper pengganti onana susah cleant sheet soalnya jadi coba ganti dulu pertandingan kek,positif,gue gemas banget sih botak onana di ganti sih hebat pengin lihat refleknya kiper ganti onana susah cleant sheet coba ganti tanding kayak
@ManUtd_ID Mau mengumpat apalagi....semua sdh terwakilkan...,mau mengumpat apalagisemua sdh terwakilkan,positif,umpat apalagisemua wakil
| Staf pelatih Manchester United sangat senang dengan perkembangan Andre Onana di musim kedua sejak bergabung dari Inter Milan. Sumber: Fabrizio Romano Bener juga sih kalau bukan karena Onana sudah nambah berapa gol lagi yang bersarang di gawang Emyu. https://t.co/1Go1K8B9v0,staf pelatih manchester united sangat senang dengan perkembangan andre onana di musim kedua sejak bergabung dari inter milan sumber fabrizio romano bener juga sih kalau bukan karena onana sudah nambah berapa gol lagi yang bersarang di gawang emyu,positif,staf latih manchester united senang kembang andre onana di musim gabung inter mil sumber fabrizio romano sih onana menambah gol sarang di gawang emyu
@softylz fans emyu : assalamualaikum,fans emyu assalamualaikum,netral,fan emyu assalamualaikum
@ManUtd_ID Bambang Gentholet,bambang gentholet,netral,bambang gentholet
@ManUtd_ID Bukan hal yg mengejutkan,bukan hal yg mengejutkan,positif,kejut
Joshua Zirkzee : Untuk beberapa saat memang sulit ini Manchester United dan ini adalah tim besar #ManchesterUnited #Zirkzee #kingemyu https://t.co/Rla1PqWXa7,joshua zirkzee untuk beberapa saat memang sulit ini manchester united dan ini adalah tim besar manchesterunited zirkzee kingemyu,positif,joshua zirkzee sulit manchester united tim manchesterunited zirkzee kingemyu
Manchester United akan mengenakan jersey ketiga mereka dilaga melawan Crystal Palace #ManchesterUnited #kingemyu https://t.co/N3Jo92C0CJ,manchester united akan mengenakan jersey ketiga mereka dilaga melawan crystal palace manchesterunited kingemyu,netral,manchester united kena jersey ketiga laga lawan crystal palace manchesterunited kingemyu
Joshua Zirkzee : Untuk beberapa saat memang sulit ini Manchester United dan ini adalah tim besar #ManchesterUnited #Zirkzee #kingemyu https://t.co/Rla1PqWXa7,joshua zirkzee untuk beberapa saat memang sulit ini manchester united dan ini adalah tim besar manchesterunited zirkzee kingemyu,positif,joshua zirkzee sulit manchester united tim manchesterunited zirkzee kingemyu
#FACup AET : Manchester United 4-3 Liverpool McTominay 10' Antony 87' Rashford 112' Amad Diallo 120' Amad Diallo 120+1' - Mac Allister 44' Salah 45+2' Elliott 105' Gila gila gila Emyu ke semifinal! https://t.co/bdpcqk1WPQ,facup aet manchester united liverpool mctominay antony rashford amad diallo amad diallo mac allister salah elliott gila gila gila emyu ke semifinal,negatif,facup aet manchester united liverpool mctominay antony rashford amad diallo amad diallo mac allister salah elliott gila gila gila emyu ke semifinal
Tinggal emyu deh yg bisa treble :( Europa League FA CS,tinggal emyu deh yg bisa treble europa league fa cs,positif,tinggal emyu deh treble europa league fa cs
ETH PRESSCON AFTER MATCH: Ya ini hasil yang bagus untuk kami setidaknya kami hanya kebobolan 1 gol #PremierLeague #Chelsea #emyu #ManchesterUnited #MUFC #TenHagOut https://t.co/tnnEbpfDUU,eth presscon after match ya ini hasil yang bagus untuk kami setidaknya kami hanya kebobolan gol premierleague chelsea emyu manchesterunited mufc tenhagout,positif,eth presscon after match ya hasil bagus bobol gol premierleague chelsea emyu manchesterunited mufc tenhagout
baru kemaren liat emyu maen rasanya bangga sekarang malah balik ke setelan pabrik #emyu #MU #ManchesterUnited,baru kemaren liat emyu maen rasanya bangga sekarang malah balik ke setelan pabrik emyu mu manchesterunited,positif,kemarin lihat emyu main bangga ke setel pabrik emyu mu manchesterunited
@ManUtd_ID Sejarah Mulu anjenk anjenk sekarang bapuk Min,sejarah mulu anjenk anjenk sekarang bapuk min,negatif,sejarah mulu anjenk anjenk bapuk min
@ManUtd_ID Tanda-tanda Kalah lagi,tandatanda kalah lagi,negatif,tandatanda kalah
@ManUtd_ID Ubur Ubur Ikan Lele DULU SUBUR sampai Treble Sekarang SERING KECELE sampai MEMBLE,ubur ubur ikan lele dulu subur sampai treble sekarang sering kecele sampai memble,negatif,ubur ubur ikan lele subur treble kecele memble
@idextratime Minggu depan coba atur jadwal sama Persiwa Wamena aja kalian @ManUtd_ID mending fun football aja lebih cocok buat kalian,minggu depan coba atur jadwal sama persiwa wamena aja kalian mending fun football aja lebih cocok buat kalian,positif,minggu coba atur jadwal persiwa wamena mending fun football cocok
...betapa ngawurnya Fergie @FA_PGMOL &amp,betapa ngawurnya fergie amp,negatif,betapa ngawurnya fergie amp
Sitik engkas degradasi. Yok bisa yok degradasi! Wingi sing cangkeme hastag Ten Hag Out endi ambune? Wis diwarah penyakite emyu iki pemain uduk pelatih. Longgor! Erro opo arek2 longgor sak congore?! Diwehi pelatih apik malah dibuwak milih Amorim. #ManchesterUnited https://t.co/y6CyBTAAAR,sitik engkas degradasi yok bisa yok degradasi wingi sing cangkeme hastag ten hag out endi ambune wis diwarah penyakite emyu iki pemain uduk pelatih longgor erro opo arek longgor sak congore diwehi pelatih apik malah dibuwak milih amorim manchesterunited,positif,sitik engkas degradasi yuk yuk degradasi wing sing cangkeme hastag ten hag out endi ambune wis diwarah penyakite emyu iki main uduk latih longgor erro opo arek longgor sak congore weh latih apik dibuwak pilih amorim manchesterunited
Fans MU tiap akhir pekan: ï¿½Ya Allah semoga hari ini tidak malu-maluin.ï¿½,fans mu tiap akhir pekan ya allah semoga hari ini tidak malumaluin,positif,fan mu pekan ya allah moga malumaluin
minggu iki ora pengen opo-opo. intine emyu menang persik yo menang. prediksi ? Brighton 0-5 Manchester united Persik 3-0 emyu cabang maluku.,minggu iki ora pengen opoopo intine emyu menang persik yo menang prediksi brighton manchester united persik emyu cabang maluku,positif,minggu iki ora pengin opoopo intine emyu menang persik ya menang prediksi brighton manchester united persik emyu cabang malu
@Versi_Jelek Ayooo semangat semangat dong @ManUtd_ID,ayo semangat semangat dong,positif,ayo semangat semangat
@utdfocusid Komentatornya kenapa nyebut2 emyu,komentatornya kenapa nyebut emyu,netral,komentator nyebut emyu
@ManUtd_ID Gue nunggu lu ngetrol jersey tanah abang min @ManUtd_ID plisss hayukk,gue nunggu lu ngetrol jersey tanah abang min plis hayukk,positif,gue nunggu lu ngetrol jersey tanah abang min plis hayo
FT: Manchester United 0â£-3â£ Liverpool Ga banyak berkata-kata yg jelas ada 2: -Slotball yg kembali sukses (3 match 3 win 7 goal 0 kebobolan) -Badut Emyu kembali ngasih hiburan buat kita #LiverpoolFC #Liverpool #ManchesterUnited #ManUtd #PremierLeague https://t.co/oKFUrlYlNE,ft manchester united liverpool ga banyak berkatakata yg jelas ada slotball yg kembali sukses match win goal kebobolan badut emyu kembali ngasih hiburan buat kita liverpoolfc liverpool manchesterunited manutd premierleague,negatif,ft manchester united liverpool berkatakata slotball sukses match win goal bobol badut emyu asih hibur liverpoolfc liverpool manchesterunited manutd premierleague
Dilain sisi Andre Onana juga mulai dipertanyakan penampilannya hanya mengandalkan distribusi bola tapi melupakan fungsi utama kiper yaitu menghalau bola untuk menjadi gol *waktunya bayindir ? #ManchesterUnited #Onana #kingemyu https://t.co/jnUmEo6ada,dilain sisi andre onana juga mulai dipertanyakan penampilannya hanya mengandalkan distribusi bola tapi melupakan fungsi utama kiper yaitu menghalau bola untuk menjadi gol waktunya bayindir manchesterunited onana kingemyu,netral,dilain sisi andre onana tampil andal distribusi bola lupa fungsi utama kiper halau bola gol bayindir manchesterunited onana kingemyu
@riopasbon @utdfocusid Kebalik dong? Di mana sejarahnya fans emyu bisa santuy? Kalah aja sombong apalagi menang. Jangan mengaburkan yg sudah jelas gitu ah,kebalik dong di mana sejarahnya fans emyu bisa santuy kalah aja sombong apalagi menang jangan mengaburkan yg sudah jelas gitu ah,positif,kebalik di sejarah fan emyu santuy kalah sombong menang abur ah
@ManUtd_ID Kalau altay main menang sih,kalau altay main menang sih,positif,altay main menang sih
Emyu nih bos #ManchesterUnited,emyu nih bos manchesterunited,netral,emyu nih bos manchesterunited
@ManUtd_ID Selesai tim ini lama2 gak punya karakter lagi!!,selesai tim ini lama gak punya karakter lagi,negatif,selesai tim karakter
@TenhagLogic @sbyfess @utdfocusid beda sama emyu maaf,beda sama emyu maaf,netral,beda emyu maaf
@ocehors Eunha demennya cireng gambar emyu,eunha demennya cireng gambar emyu,positif,eunha demen cireng gambar emyu
selamat pagi pep #ManchesterUnited #manchesterisred #emyu https://t.co/bckDq0eejc,selamat pagi pep manchesterunited manchesterisred emyu,netral,selamat pagi pep manchesterunited manchesterisred emyu
Melihat dari kerja INEOS di bursa transfer dan manajemen Manchester United setidaknya ini akan membuat Erik Ten Hag harus membuat ManUnited kembali ke jalur yg benar Jika sampai kejadian musim lalu terulang maka 100% Ten Hag akan dipecat di akhir musim atau bisa lebih cepat https://t.co/n6OPD2cSdF,melihat dari kerja ineos di bursa transfer dan manajemen manchester united setidaknya ini akan membuat erik ten hag harus membuat manunited kembali ke jalur yg benar jika sampai kejadian musim lalu terulang maka ten hag akan dipecat di akhir musim atau bisa lebih cepat,positif,kerja ineos di bursa transfer manajemen manchester united erik ten hag manunited ke jalur kejadian musim ulang ten hag pecat di musim cepat
Buat Milwall Bristol City dan Norwich siap-siap klean menghadapi Emyu di Championship musim depan #SUPERLIVE #SUPERSOCCER #INIRASANYASUPER #MANCHESTERUNITED https://t.co/R8g6D6qe91,buat milwall bristol city dan norwich siapsiap klean menghadapi emyu di championship musim depan superlive supersoccer inirasanyasuper manchesterunited,netral,milwall bristol city norwich siapsiap klean hadap emyu di championship musim superlive supersoccer inirasanyasuper manchesterunited
@ManUtd_ID Bentar lagi juga ada Liverpool yg nyusul,bentar lagi juga ada liverpool yg nyusul,netral,bentar liverpool susul
@ManUtd_ID Wkwkk cupu,wkwkk cupu,negatif,wkwkk cupu
@kun_wardana @ManUtd_ID Bagus juga editan foto nya,bagus juga editan foto nya,positif,bagus edit foto nya
full_text,full_text,netral,full text
Emyu goblok! Ga ditonton bukannya menang malah tolol @ManUtd_ID @ManUtd,emyu goblok ga ditonton bukannya menang malah tolol,positif,emyu goblok tonton menang tolol
@ManUtd_ID @adidasfootball Tinggal permainannya aja,tinggal permainannya aja,positif,tinggal main
@ManUtd_ID Beri Ten Hag kontrak seumur hidup. Gila pelatih ini benar2 jenius,beri ten hag kontrak seumur hidup gila pelatih ini benar jenius,negatif,ten hag kontrak umur hidup gila latih jenius
22 tahun di Manchester United dan sekarang akan berpisah Once red always red #ManchesterUnited #McTominay #kingemyu https://t.co/j5Iz8q2SiE,tahun di manchester united dan sekarang akan berpisah once red always red manchesterunited mctominay kingemyu,netral,di manchester united pisah once red always red manchesterunited mctominay kingemyu
@ManUtd_ID Bang ipul,bang ipul,netral,bang ipul
@Tyows Belajarnya drill drill fundamental mentalnya 0 besar @ManUtd_ID,belajarnya drill drill fundamental mentalnya besar,positif,ajar drill drill fundamental mental
@ManUtd_ID Weeeh mana strikernya?,weh mana strikernya,negatif,weh striker
@ManUtd_ID Terus lah menjadi Badut,terus lah menjadi badut,negatif,badut
@Snapdragon_ID @OPPOIndonesia @OPPOCommunity @oppogalleryID Ga ah nanti bapuk spt @ManUtd_ID,ga ah nanti bapuk spt,negatif,ah bapuk
Kontrak Onana di MU akan berakhir 2028. Penderitaan fans emyu berlanjut setidaknya 4 tahun lagi #ManchesterUnited #manutd #onana https://t.co/VNOcvlu4gb,kontrak onana di mu akan berakhir penderitaan fans emyu berlanjut setidaknya tahun lagi manchesterunited manutd onana,netral,kontrak onana di mu derita fan emyu berlanjut manchesterunited manutd onana
Tinggal emyu deh yg bisa treble :( Europa League FA CS,tinggal emyu deh yg bisa treble europa league fa cs,positif,tinggal emyu deh treble europa league fa cs
@ManUtd_ID Tiga poin buat musuh yang iyanya hahahahaa,tiga poin buat musuh yang iyanya hahahahaa,negatif,poin musuh iya hahahahaa
@icustiyo @ManUtd_ID Mending kontrak aji santoso ae,mending kontrak aji santoso ae,netral,mending kontrak aji santoso
@ManUtd_ID kolah kalah nek menang ngrayakno kyok juara ucl,kolah kalah nek menang ngrayakno kyok juara ucl,positif,kolah kalah nek menang ngrayakno kyok juara ucl
Jonny Evans resmi mengumumkan pensiun dari timnas nasional #ManchesterUnited #Evans #kingemyu https://t.co/qCUKEX8iN5,jonny evans resmi mengumumkan pensiun dari timnas nasional manchesterunited evans kingemyu,netral,jonny evans resmi mengumumkan pensiun timnas nasional manchesterunited evans kingemyu
@ManUtd_ID Kemenangan yang telah dicuri,kemenangan yang telah dicuri,positif,menang curi
@hayder_imron @alexgufron @ManUtd_ID Tibane Wes meh 12 tahun MU remek mbekenyek.... rencana e di jangkepno 20 tahun ta Kang?,tibane wes meh tahun mu remek mbekenyek rencana e di jangkepno tahun ta kang,negatif,tibane wes meh mu rek mbekenyek rencana e di jangkepno ta kang
@Desiants @RuudMachester @ManUtd @ManUtd_ID Masih kak,masih kak,netral,kak
Kick off babak ke dua Manchester United vs Leicester City. Skor sementara emyu unggul dua gol tanpa balas. Tadi sempat lihat anak kecil yang nonton di Old Trafford bawa tulisan terima kasih buat Ruud van Nistelrooy dan minta dia tetap di #MUFC #MUNLEI,kick off babak ke dua manchester united vs leicester city skor sementara emyu unggul dua gol tanpa balas tadi sempat lihat anak kecil yang nonton di old trafford bawa tulisan terima kasih buat ruud van nistelrooy dan minta dia tetap di mufc munlei,positif,kick off babak ke manchester united vs leicester city skor emyu unggul gol balas lihat anak tonton di old trafford bawa tulis terima kasih ruud van nistelrooy di mufc munlei
@ManUtd_ID thank you sebab buat monday saya lagi best dah asik,thank you sebab buat monday saya lagi best dah asik,positif,thank you monday best deh asik
Ga semua nya kuat kaya fans emyu ! Dan bertahan dari bobrok nya tim sejak 2013 sampe sekarang Kalian luar biasa termasuk saya! #ManchesterUnited #MUFC #mufcindonesia #GGMU,ga semua nya kuat kaya fans emyu dan bertahan dari bobrok nya tim sejak sampe sekarang kalian luar biasa termasuk saya manchesterunited mufc mufcindonesia ggmu,positif,nya kuat kaya fan emyu tahan bobrok nya tim manchesterunited mufc mufcindonesia ggmu
@flowkeell Keknya emmg bener di emyu aura dia kehalangdiluar dia jd macan oey,keknya emmg bener di emyu aura dia kehalangdiluar dia jd macan oey,negatif,kayak emmg di emyu aura kehalangdiluar macan oey
@CoachJustinL @hayder_imron @fuzzy_fco @na_dirs Gapapa emyu 0 piala yang penting iphone ada 2,gapapa emyu piala yang penting iphone ada,netral,gapapa emyu piala iphone
RAWRRRR MENYALAAAAA MAKASIH SAYANGGG. I LOVE U SO MUCHH ï¸ï¸ #ggmu #manchester #manchesterunited #emyu #emyuklubhebat #onana #onanadigantijadim aartenpaes https://t.co/16wJVLMFV6,rawr menyala makasih sayang i love u so muchh ggmu manchester manchesterunited emyu emyuklubhebat onana onanadigantijadim aartenpaes,positif,rawr nyala terima kasih sayang i love lu so muchh ggmu manchester manchesterunited emyu emyuklubhebat onana onanadigantijadim aartenpaes
@ManUtd_ID Bosok,bosok,negatif,bosok
@icihahaha @idextratime Emyu memang klub komedi,emyu memang klub komedi,netral,emyu klub komedi
@ManUtd_ID Menangke bang,menangke bang,positif,menangke bang
@ManUtd_ID Ini udah pasti utk fans mu entah wik en ato hr senin kl hasil pertandingan selalu kalah https://t.co/KaCksNXrKr,ini udah pasti utk fans mu entah wik en ato hr senin kl hasil pertandingan selalu kalah,negatif,fan mu wig en senin kalo hasil tanding kalah
Jonny Evans resmi mengumumkan pensiun dari timnas nasional #ManchesterUnited #Evans #kingemyu https://t.co/qCUKEX8iN5,jonny evans resmi mengumumkan pensiun dari timnas nasional manchesterunited evans kingemyu,netral,jonny evans resmi mengumumkan pensiun timnas nasional manchesterunited evans kingemyu
@ManUtd_ID Kapan out nih orang?,kapan out nih orang,netral,out nih orang
pliss mending naksir emyu,pliss mending naksir emyu,netral,pliss mending taksir emyu
@ManUtd_ID Premier league nya siapa gw tanya ha????!!! Premier league nya siapa??!!!!,premier league nya siapa gw tanya ha premier league nya siapa,netral,premier league nya gue ha premier league nya
Manchester United butuh penguatan pada banyak Posisi GK CB RWB LWB CM AM CF Minimal 6 pemain baru untuk emyu,manchester united butuh penguatan pada banyak posisi gk cb rwb lwb cm am cf minimal pemain baru untuk emyu,netral,manchester united butuh kuat posisi coba rwb lwb cf minimal main emyu
@ManUtd_ID lindegard yang gw inget pake topi eriksen sampe ke dorgu ngeliat semua gw matchnya,lindegard yang gw inget pake topi eriksen sampe ke dorgu ngeliat semua gw matchnya,positif,lindegard gue pakai topi eriksen ke dorgu gue matchnya
@satrioabyaktaf @EmiratesFACup Kan buat Arsenal sama Leicester mah emyu tim kasta bawahnya. Fair doong,kan buat arsenal sama leicester mah emyu tim kasta bawahnya fair doong,positif,arsenal leicester mah emyu tim kasta bawahnya fair
@ManUtd_ID Malaica bantuÂ² tim kitman,malaica bantu tim kitman,netral,malaica bantu tim kitman
@blueberiesfaygo Ak fans emyu bgt padahal,ak fans emyu bgt padahal,positif,fan emyu banget
@ManUtd_ID Tadi sempet baca postingan akun fanbase MU katanya Bayindir nggak fit ya min? Alamat Onana bakalan dipasang nih. Semoga semua baik-baik saja MU-ku,tadi sempet baca postingan akun fanbase mu katanya bayindir nggak fit ya min alamat onana bakalan dipasang nih semoga semua baikbaik saja muku,positif,baca postingan akun fanbase mu bayindir fit ya min alamat onana pasang nih moga baikbaik muku
@ManUtd_ID Mas-mas kepencet emoji -_-,masmas kepencet emoji _,negatif,masmas pencet emoji _
@softylz fans emyu : assalamualaikum,fans emyu assalamualaikum,netral,fan emyu assalamualaikum
@ManUtd_ID Awuren!,awuren,negatif,awuren
