Comment Text,Cleaned Comment,Sentiment,preprocessing_comment
"Tim bermain buruk di laga ketiga ini! Kekalahan 1-2 yang sangat mengecewakan, pertahanan kita hancur.",tim bermain buruk di laga ketiga ini kekalahan yang sangat mengecewakan pertahanan kita hancur,negatif,tim main buruk di laga ketiga kalah kecewa tahan hancur
ugarteee come onï£¿Ã¼Ã²Â¢,ugarte come on,netral,ugarte come on
@naufalrafif_r ya terus kenapa di mu menurun? salah pelatih or pemain?,ya terus kenapa di mu menurun salah pelatih or pemain,negatif,ya di mu turun salah latih or main
"Malacia sedikit kesulitan dalam menghadapi pemain sayap Brighton, namun dia tetap solid di pertahanan.",malacia sedikit kesulitan dalam menghadapi pemain sayap brighton namun dia tetap solid di pertahanan,netral,malacia sulit hadap main sayap brighton solid di tahan
Jadi inget dulu dia waktu pertama kali debut cocok nya jadi supersub coba aja dia jadiin supersub main nya pas babak ke 2,jadi inget dulu dia waktu pertama kali debut cocok nya jadi supersub coba aja dia jadiin supersub main nya pas babak ke,netral,kali debut cocok nya supersub coba jadikan supersub main nya pas babak ke
Harusnya Rashford lebih sering dicadangkan dulu biar dia termotivasi.,harusnya rashford lebih sering dicadangkan dulu biar dia termotivasi,netral,rashford cadang biar motivasi
Rashy emang udah malesan sekarang g kalo main,rashy emang udah malesan sekarang g kalo main,negatif,rashy malesan kalo main
"Saya melihat banyak perubahan positif dalam permainan tim, meskipun hasil imbang ini, saya yakin Ruben Amorim akan membawa MU kembali ke jalur kemenangan.",saya melihat banyak perubahan positif dalam permainan tim meskipun hasil imbang ini saya yakin ruben amorim akan membawa mu kembali ke jalur kemenangan,positif,ubah positif main tim hasil imbang ruben amorim bawa mu ke jalur menang
Koq masih percaya sama onanaï£¿Ã¼Ã²Â¢ï£¿Ã¼Ã²Â¢ï£¿Ã¼Ã²Â¢,koq masih percaya sama onana,negatif,percaya onana
"@febiabdullatif Nntn deg2an, gak nntn penasaran ï£¿Ã¼Ã²Ã",nntn degan gak nntn penasaran,negatif,tonton degan tonton penasaran
"Bnyak komen org glory hunter ajg alias karduss , fans layar kaca doang kek macam datg nnton langsung di OT ï£¿Ã¼Â§Â£",bnyak komen org glory hunter ajg alias karduss fans layar kaca doang kek macam datg nnton langsung di ot,negatif,komen orang glory hunter ajg alias karduss fan layar kaca doang kayak datg tonton langsung di ot
Poor club,poor club,netral,poor club
Garnacho in & delight biar hidup permainan jgn telat masukannya,garnacho in delight biar hidup permainan jgn telat masukannya,netral,garnacho delight biar hidup main telat masuk
G jeles amat dokter fishio emyu iniï£¿Ã¼Ã²Ã trutma luke shawï£¿Ã¼Ã²Ã,g jeles amat dokter fishio emyu ini trutma luke shaw,negatif,jeles dokter fishio emyu trutma luke shaw
kalo kipernya onana gak mgkn menang itu  apalagi pas peluang corner FCSB yakin gw kebobolan si item ï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,kalo kipernya onana gak mgkn menang itu apalagi pas peluang corner fcsb yakin gw kebobolan si item,positif,kalo kiper onana mgkn menang pas peluang corner fcsb gue bobol sih item
Bukan nya Gada biaya pinjaman?,bukan nya gada biaya pinjaman,negatif,nya biaya pinjam
"Amorim atau Ten Hag sama saja, MU butuh revolusi total.",amorim atau ten hag sama saja mu butuh revolusi total,negatif,amorim ten hag mu butuh revolusi total
"FansÂ¬â¤ MU ini pada lupa kali ya, ten Hag yang gaya main nya nyesuain pemain yg ada pun dipecat juga. Nanti giliran Amorim main nya nyesuain pemain sekarang (4 bek) trus kalahÂ¬â¤ juga dibilang ngapain gonta ganti formasiï£¿Ã¼Ã²Ã serba salah emang sekarang",fans mu ini pada lupa kali ya ten hag yang gaya main nya nyesuain pemain yg ada pun dipecat juga nanti giliran amorim main nya nyesuain pemain sekarang bek trus kalah juga dibilang ngapain gonta ganti formasi serba salah emang sekarang,negatif,fan mu lupa kali ya ten hag gaya main nya nyesuain main pecat gilir amorim main nya nyesuain main bek kalah bilang kapai gonta ganti formasi serba salah
"halah mourinho lagi, emang di MU pada saat itu dapet piala abis itu kemana? di roma juga b aja sekarang ke fenerbahce, yaa gitu aja, bagus karna brandingnya kuat, bagus karna team management, secara taktik? b aja",halah mourinho lagi emang di mu pada saat itu dapet piala abis itu kemana di roma juga b aja sekarang ke fenerbahce yaa gitu aja bagus karna brandingnya kuat bagus karna team management secara taktik b aja,positif,halah mourinho di mu piala habis kemana di roma b ke fenerbahce ya bagus brandingnya kuat bagus team management taktik b
Amorim masih butuh beberapa pemain kunci untuk menyempurnakan taktiknya.,amorim masih butuh beberapa pemain kunci untuk menyempurnakan taktiknya,netral,amorim butuh main kunci sempurna taktik
Amorim lebih berani memberikan kesempatan pada pemain muda akademi United.,amorim lebih berani memberikan kesempatan pada pemain muda akademi united,netral,amorim berani kesempatan main muda akademi united
Imbang udah bagus bgtt,imbang udah bagus bgtt,positif,imbang bagus banget
"setuju, rasford kek angin anginan skg",setuju rasford kek angin anginan skg,negatif,tuju rasford kayak angin angin
"Ten Hag berhasil membawa tim lebih dekat dengan identitas bermain yang jelas, namun di pertandingan besar masih terlihat kekurangan mental.",ten hag berhasil membawa tim lebih dekat dengan identitas bermain yang jelas namun di pertandingan besar masih terlihat kekurangan mental,negatif,ten hag hasil bawa tim identitas main di tanding kekurangan mental
"Kemenangan memang penting, tapi lebih penting lagi konsistensi.",kemenangan memang penting tapi lebih penting lagi konsistensi,positif,menang konsistensi
"@kim97197_ jadi speed atau skill nih bos? Jadi bingung. Kalo mount emang beda bos atributnya sama bruno. Eth itu mau bikin dia kayak van de beek di ajax. Dan untuk effort nego gaji untuk pemain yang tidak sedibutuhkan itu, management gamau buang waktu",jadi speed atau skill nih bos jadi bingung kalo mount emang beda bos atributnya sama bruno eth itu mau bikin dia kayak van de beek di ajax dan untuk effort nego gaji untuk pemain yang tidak sedibutuhkan itu management gamau buang waktu,negatif,speed skill nih bos bingung kalo mount beda bos atribut bruno eth bikin kayak van deh beek di ajax effort nego gaji main butuh management buang
"Amorim ngebangun chemistry tim yang solid, sampe yang muda-muda pun bisa saling dukung dan berkembang.",amorim ngebangun chemistry tim yang solid sampe yang mudamuda pun bisa saling dukung dan berkembang,positif,amorim ngebangun chemistry tim solid mudamuda dukung kembang
Apa kabar Zirkzee? Gue rasa dia bakal jadi pembeda buat MU. Diharapkan bisa nyetak gol banyak!,apa kabar zirkzee gue rasa dia bakal jadi pembeda buat mu diharapkan bisa nyetak gol banyak,netral,kabar zirkzee gue beda mu harap nyetak gol
"Amorim perlu perbaiki pertahanan, masih sering kebobolan.",amorim perlu perbaiki pertahanan masih sering kebobolan,negatif,amorim perbaiki tahan bobol
"Ga di tonton menang, giliran ditonton kalah, mending ga usah nonton dlu ï£¿Ã¼Ã²Ã",ga di tonton menang giliran ditonton kalah mending ga usah nonton dlu,positif,di tonton menang gilir tonton kalah mending tonton
"Kapan lagi dapet 2 pemain, tapi kalo ke juve oke lah barter sama chiesa mah",kapan lagi dapet pemain tapi kalo ke juve oke lah barter sama chiesa mah,netral,main kalo ke juve oke barter chiesa mah
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral,jadwal main jam
pelatih badut,pelatih badut,negatif,latih badut
"salah siapa pinjemin anthony ma rashport, so-soan",salah siapa pinjemin anthony ma rashport sosoan,negatif,salah pinjemin anthony rashport sosoan
Dialo n maino knp ?,dialo n maino knp,netral,dialo n maino
Bola udah masuk dan baru kena dengkul zirkzee...selalu di curangi wasit ..GGMU,bola udah masuk dan baru kena dengkul zirkzeeselalu di curangi wasit ggmu,positif,bola masuk kena dengkul zirkzeeselalu di curang wasit ggmu
alhamdulillah menang hoki,alhamdulillah menang hoki,positif,alhamdulillah menang hoki
Dr kemarin yg masalah ya pelatihnya anak emas teros yg dimainin,dr kemarin yg masalah ya pelatihnya anak emas teros yg dimainin,negatif,kemarin ya latih anak emas ros dimainin
"Formasi 3421 bolehlah sekali-kali, GK : Onana,  DLC : Martinez, DC : Maguire, DRC : De Light, DMC : Ugarte, MCR Casemiro, MCL :  Mainoo, DMR :: Dalot, DML : Shaw, AMCR : Amad, AMCL : Bruno, FC : Hojlund",formasi bolehlah sekalikali gk onana dlc martinez dc maguire drc de light dmc ugarte mcr casemiro mcl mainoo dmr dalot dml shaw amcr amad amcl bruno fc hojlund,netral,formasi sekalikali onana dlc martinez dc maguire drc deh light dmc ugarte mcr casemiro mcl mainoo dmr dalot dml shaw amcr amad amcl bruno fc hojlund
"Kekalahan 1-2, sangat buruk! Amorim harus segera evaluasi tim dan atasi kelemahan yang jelas di lini belakang.",kekalahan sangat buruk amorim harus segera evaluasi tim dan atasi kelemahan yang jelas di lini belakang,negatif,kalah buruk amorim evaluasi tim atasi lemah di lini
"@dwikiaderzmwn Maguire udh bener markingnya, cuma td si mitoma lepas gaada yg jaga, onana jg salah diem doang, onana tuh sering bgt bola kyk gitu cm diliatin doang",maguire udh bener markingnya cuma td si mitoma lepas gaada yg jaga onana jg salah diem doang onana tuh sering bgt bola kyk gitu cm diliatin doang,negatif,maguire markingnya sih mitoma lepas jaga onana salah diam doang onana tuh banget bola kayak diliatin doang
"Ruben Amorim sudah mulai menunjukkan kualitasnya, meskipun hasil pertama imbang, saya yakin dia bisa membawa MU ke level yang lebih tinggi.",ruben amorim sudah mulai menunjukkan kualitasnya meskipun hasil pertama imbang saya yakin dia bisa membawa mu ke level yang lebih tinggi,positif,ruben amorim kualitas hasil imbang bawa mu ke level
@mahadifqt emang boleh blunder di laga penting.. blunduer dikit di laga penting ya kyk onana di ucl.. giliran maen bagus di bilang luck.. gausah jadi fans emyu bg,emang boleh blunder di laga penting blunduer dikit di laga penting ya kyk onana di ucl giliran maen bagus di bilang luck gausah jadi fans emyu bg,negatif,blunder di laga blunduer dikit di laga ya kayak onana di ucl gilir main bagus di bilang luck fan emyu bang
"MU menang 2-1, tapi kalau kita nggak perbaiki pertahanan, bisa bahaya di laga-laga selanjutnya.",mu menang tapi kalau kita nggak perbaiki pertahanan bisa bahaya di lagalaga selanjutnya,positif,mu menang perbaiki tahan bahaya di lagalaga
"@muhammadsaeful39 sabar dulu bang wkwkw.  pergantiannya emang aneh. tunggu 1 tahun lagi biar genap 4 tahun, kalo masih gitu gitu aja harus out ETH. kenapa 4 tahun kita liat aja ke klop di liverpool",sabar dulu bang wkwkw pergantiannya emang aneh tunggu tahun lagi biar genap tahun kalo masih gitu gitu aja harus out eth kenapa tahun kita liat aja ke klop di liverpool,positif,sabar bang wkwkw ganti aneh tunggu biar genap kalo out eth lihat ke klop di liverpool
ya kalau gua sih kurang seharusnya sih 50,ya kalau gua sih kurang seharusnya sih,negatif,ya gua sih sih
@assegaf23_ gk perlu presing setidaknya masih bisa ngejar bola... Masih ada stamina.. Semalam case dan mainoo udah gk bisa lari lagi,gk perlu presing setidaknya masih bisa ngejar bola masih ada stamina semalam case dan mainoo udah gk bisa lari lagi,positif,presing ngejar bola stamina malam case mainoo lari
wkwk biasanya yg ngomong gini yang tolol,wkwk biasanya yg ngomong gini yang tolol,negatif,wkwk omong tolol
Harinya @altaybayindir ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã«Ã¨ï£¿Ã¼Ã«Ã¨,harinya,netral,harinya
@raffyduuu round ini belum pake VAR,round ini belum pake var,netral,round pakai var
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral,jadwal main jam
alhamdulillah menang hoki,alhamdulillah menang hoki,positif,alhamdulillah menang hoki
"Kapan lagi dapet 2 pemain, tapi kalo ke juve oke lah barter sama chiesa mah",kapan lagi dapet pemain tapi kalo ke juve oke lah barter sama chiesa mah,netral,main kalo ke juve oke barter chiesa mah
Aku setuju min tp kalau si botak mikirnya lain ya gak tau ï£¿Ã¼Ã²Ã,aku setuju min tp kalau si botak mikirnya lain ya gak tau,negatif,tuju min sih botak mikirnya ya tau
"@theobonaa Dorgu tu type pemain Versatile, sama kayak Marcos Llorente & Rodrigo De Paul di ATM, bisa main di beberapa posisi. Klo lu main efootball pasti tau",dorgu tu type pemain versatile sama kayak marcos llorente rodrigo de paul di atm bisa main di beberapa posisi klo lu main efootball pasti tau,netral,dorgu type main versatile kayak marcos llorente rodrigo deh paul di atm main di posisi kalo lu main efootball tau
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral,jadwal main jam
"Kekalahan 1-2, dan kita nggak bisa terus begini. Kita sangat mudah dibobol, harus ada perbaikan di lini belakang!",kekalahan dan kita nggak bisa terus begini kita sangat mudah dibobol harus ada perbaikan di lini belakang,positif,kalah mudah bobol perbaikan di lini
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral,jadwal main jam
pake di tekuk pula itu dengkul ï£¿Ã¼Ã²Â¢,pake di tekuk pula itu dengkul,negatif,pakai di tekuk dengkul
Dalot dikasih kesempatan main sampe full time kayanya emang bakalan diambil dorgu posisi dia,dalot dikasih kesempatan main sampe full time kayanya emang bakalan diambil dorgu posisi dia,positif,dalot kasih kesempatan main full time kaya ambil dorgu posisi
Amorim masakannya makin enak ï£¿Ã¼Ã²Ã§ï£¿Ã¼Ã²Ã§ï£¿Ã¼Ã²Ã§,amorim masakannya makin enak,positif,amorim masakan enak
1. Set piece musuh masih jadi PR bnget buat emyu 2. Onana kiper udh ngusap dada aja dah ga tenang aja kalo dia kiperï£¿Ã¼Ã²Ã,set piece musuh masih jadi pr bnget buat emyu onana kiper udh ngusap dada aja dah ga tenang aja kalo dia kiper,negatif,set piece musuh pr banget emyu onana kiper ngusap dada deh tenang kalo kiper
dan selalu bikin gebrakan spektakuler ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢,dan selalu bikin gebrakan spektakuler,positif,bikin gebrak spektakuler
Palmer juga boleh lho wkwk,palmer juga boleh lho wkwk,netral,palmer lho wkwk
@rhmd_riyadi Yess paling blunder adalah gantiin Bruno SM kedebong pisang. Lini depan ilang kreativitas pas Bruno keluar,yess paling blunder adalah gantiin bruno sm kedebong pisang lini depan ilang kreativitas pas bruno keluar,negatif,yess blunder gantiin bruno kedebong pisang lini hilang kreativitas pas bruno
"Pressing system Amorim lebih terstruktur, tapi masih butuh waktu untuk sempurna.",pressing system amorim lebih terstruktur tapi masih butuh waktu untuk sempurna,positif,pressing system amorim struktur butuh sempurna
Yg bener baru 3 match udh 2x kalah nih Pak Ten Hag,yg bener baru match udh x kalah nih pak ten hag,negatif,match kali kalah nih ten hag
Knp jd mahal.. Pdhl pemain yg udah ga dipake pelatihnya,knp jd mahal pdhl pemain yg udah ga dipake pelatihnya,negatif,mahal main pakai latih
Hahahah,hahahah,positif,hahahah
"Bikin mla nntn,gk ada prbhan",bikin mla nntngk ada prbhan,positif,bikin mla nntngk prbhan
"Terlalu dini membandingkan Amorim dengan Ten Hag, lihat saja akhir musim.",terlalu dini membandingkan amorim dengan ten hag lihat saja akhir musim,negatif,banding amorim ten hag lihat musim
"Masi dibawa Tuchel kata gua itu, Gua ada feeling bagus juga Tuchel latih MU. Tp balik lagi ke orang masing2, kalo emang gasuka, tetep aja bakal ga suka.",masi dibawa tuchel kata gua itu gua ada feeling bagus juga tuchel latih mu tp balik lagi ke orang masing kalo emang gasuka tetep aja bakal ga suka,negatif,bawa tuchel gua gua feeling bagus tuchel latih mu ke orang kalo gasuka suka
@rulyadi_munandar dia main bgus kok,dia main bgus kok,netral,main bagus
Comment Text,comment text,netral,comment text
Fik degradsi mah ini ï£¿Ã¼Ã²Ã,fik degradsi mah ini,negatif,fik degradsi mah
"Hancur total MU di tangan Amorim, mainnya kayak tim Championship sekarang. Malu!",hancur total mu di tangan amorim mainnya kayak tim championship sekarang malu,negatif,hancur total mu di tangan amorim main kayak tim championship malu
Harinya @altaybayindir ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã«Ã¨ï£¿Ã¼Ã«Ã¨,harinya,netral,harinya
"Amorim ini bukan pelatih biasa, dia mastermind! Permainan tim jadi lebih hidup!",amorim ini bukan pelatih biasa dia mastermind permainan tim jadi lebih hidup,positif,amorim latih mastermind main tim hidup
dan selalu bikin gebrakan spektakuler ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢,dan selalu bikin gebrakan spektakuler,positif,bikin gebrak spektakuler
"@abllxsz lu yg aneh jelas jelas posisi 2 itu bilbao dan mereka kalah sama besiktas di matchday sebelumnya, aneh luï£¿Ã¼Ã²Ã",lu yg aneh jelas jelas posisi itu bilbao dan mereka kalah sama besiktas di matchday sebelumnya aneh lu,negatif,lu aneh posisi bilbao kalah besiktas di matchday aneh lu
"@warga.tambang_indonesia tapi emg ad pemain di tim ini yg harus dibuang, seperti Casemiro, Lindelof, Kiper baru, Rashford (kalau ada minat dan harga oke), sama butuh winger baru yg lebih oke masalahnya siapa yg ada kemungkinan y ?",tambang_indonesia tapi emg ad pemain di tim ini yg harus dibuang seperti casemiro lindelof kiper baru rashford kalau ada minat dan harga oke sama butuh winger baru yg lebih oke masalahnya siapa yg ada kemungkinan y,netral,tambang indonesia main di tim buang casemiro lindelof kiper rashford minat harga oke butuh winger oke ya
@rhmd_riyadi memang dari season kmren ETH sering blunder pergantian pemain ï£¿Ã¼Ã²Ã,memang dari season kmren eth sering blunder pergantian pemain,negatif,season kemarin eth blunder ganti main
"Suka banget sama kerja sama timnya, makin kompak tiap pertandingan.",suka banget sama kerja sama timnya makin kompak tiap pertandingan,positif,suka banget kerja tim kompak tanding
"Jadon Sancho harusnya dikasih lebih banyak menit bermain, masih potensial.",jadon sancho harusnya dikasih lebih banyak menit bermain masih potensial,netral,jadon sancho kasih menit main potensial
"bener sekali. Intinya semua dilakukan secara kurang terstruktur, bertahap, dan sistematis. Jadi hasilnya kayak amburadul. Susah bgt buat konsisten main positif",bener sekali intinya semua dilakukan secara kurang terstruktur bertahap dan sistematis jadi hasilnya kayak amburadul susah bgt buat konsisten main positif,negatif,inti struktur tahap sistematis hasil kayak amburadul susah banget konsisten main positif
ya gak salah,ya gak salah,positif,ya salah
Rashford out aja mumpung psg mau bayar mahal,rashford out aja mumpung psg mau bayar mahal,negatif,rashford out mumpung psg bayar mahal
Inpo ig wasit,inpo ig wasit,netral,inpo ig wasit
"Gimana mau menghindar,, org posisi nya uda meluncur maju gitu,, apes aja sih",gimana mau menghindar org posisi nya uda meluncur maju gitu apes aja sih,negatif,hindar orang posisi nya luncur maju apes sih
"Onana berusaha keras, tapi pertahanan kita masih rentan. Kemenangan 3-1 bukan berarti kita aman.",onana berusaha keras tapi pertahanan kita masih rentan kemenangan bukan berarti kita aman,positif,onana usaha keras tahan rentan menang aman
pelatih fisiknya siapa emyu,pelatih fisiknya siapa emyu,netral,latih fisik emyu
"Kemenangan memang penting, tapi lebih penting lagi konsistensi.",kemenangan memang penting tapi lebih penting lagi konsistensi,positif,menang konsistensi
@muhammad_dani131 nonton final fa ga?,nonton final fa ga,netral,tonton final fa
Ambil chihwel aja,ambil chihwel aja,netral,ambil chihwel
Punya skuad bagus pelatih nya kek kpntool,punya skuad bagus pelatih nya kek kpntool,positif,skuad bagus latih nya kayak kpntool
"Onana mulai nunjukin kelasnya, makin tenang di bawah mistar. Gak ada lagi drama-drama konyol!",onana mulai nunjukin kelasnya makin tenang di bawah mistar gak ada lagi dramadrama konyol,negatif,onana nunjukin kelas tenang di mistar dramadrama konyol
Ten Hag pelatih paling payah sepanjang sejarah MU. Untung ada Amorim sekarang!,ten hag pelatih paling payah sepanjang sejarah mu untung ada amorim sekarang,negatif,ten hag latih payah sejarah mu untung amorim
Pikiranku skrg... ten hag out,pikiranku skrg ten hag out,negatif,pikir ten hag out
"@tifyanwisnuh jangan gitu lah bang, kita fans MU udah tekanan batin masak iya harus degradasiï£¿Ã¼Ã²Â¢",jangan gitu lah bang kita fans mu udah tekanan batin masak iya harus degradasi,negatif,bang fan mu tekan batin masak iya degradasi
Dan hebatnya sllu dipasang sm ETH. ï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,dan hebatnya sllu dipasang sm eth,positif,hebat pasang eth
"Setuju, kalo raspot starter gw ogah nonton",setuju kalo raspot starter gw ogah nonton,negatif,tuju kalo raspot starter gue ogah tonton
"beban jual aja, sama kek antoni",beban jual aja sama kek antoni,negatif,beban jual kayak antoni
"Amorim gagal total, lebih baik Ten Hag balik lagi ke MU.",amorim gagal total lebih baik ten hag balik lagi ke mu,negatif,amorim gagal total ten hag ke mu
fit utk menghibur ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢,fit utk menghibur,positif,fit hibur
Poor club,poor club,netral,poor club
Mending tukang kebun Old Trafford jadi pelatih daripada Amorim. Sungguh memalukan!,mending tukang kebun old trafford jadi pelatih daripada amorim sungguh memalukan,positif,mending tukang kebun old trafford latih amorim sungguh malu
"Ruben Amorim membawa permainan yang lebih terorganisir, namun hasil imbang ini menunjukkan bahwa masih banyak perbaikan yang harus dilakukan.",ruben amorim membawa permainan yang lebih terorganisir namun hasil imbang ini menunjukkan bahwa masih banyak perbaikan yang harus dilakukan,positif,ruben amorim bawa main organisir hasil imbang perbaikan
@maulanapetzl_23 sabar ppk maunya instan aja lu,sabar ppk maunya instan aja lu,negatif,sabar ppk maunya instan lu
Definitely agree with that one,definitely agree with that one,netral,definitely agree with that one
Pergerakan tanpa bola lebih baik di era Amorim dibanding Ten Hag.,pergerakan tanpa bola lebih baik di era amorim dibanding ten hag,positif,gera bola di era amorim banding ten hag
"bek kiri belum, kemarin kalah lawan brigton gol menit akhir kan dari posisi bek kiri kosong melompong, dalot bapuk jd masih bisa alasan beliau sang botak",bek kiri belum kemarin kalah lawan brigton gol menit akhir kan dari posisi bek kiri kosong melompong dalot bapuk jd masih bisa alasan beliau sang botak,negatif,bek kiri kemarin kalah lawan brigton gol menit posisi bek kiri kosong melompong dalot bapuk alas beliau sang botak
"Dukungan saya untuk MU tidak akan pernah luntur, selalu memberikan yang terbaik.",dukungan saya untuk mu tidak akan pernah luntur selalu memberikan yang terbaik,positif,dukung mu luntur terbaik
"Amorim perlu waktu untuk membangun tim, jangan dibandingkan langsung dengan Ten Hag.",amorim perlu waktu untuk membangun tim jangan dibandingkan langsung dengan ten hag,negatif,amorim bangun tim banding langsung ten hag
"Defensifnya masih lemah, tapi menyerang lebih baik dari sebelumnya. Perlu ditingkatkan di semua lini.",defensifnya masih lemah tapi menyerang lebih baik dari sebelumnya perlu ditingkatkan di semua lini,positif,defensif lemah serang tingkat di lini
"Iy rashford thn belakangan drop bgt, Tp crossing rashford bbrp kali akurat n mnciptakan peluang vs pool kemaren",iy rashford thn belakangan drop bgt tp crossing rashford bbrp kali akurat n mnciptakan peluang vs pool kemaren,negatif,iya rashford drop banget crossing rashford kali akurat n mnciptakan peluang vs pool kemarin
Pertahanan kita lemah banget! Kekalahan 1-2 sangat mengecewakan. Harus ada pembenahan di belakang.,pertahanan kita lemah banget kekalahan sangat mengecewakan harus ada pembenahan di belakang,negatif,tahan lemah banget kalah kecewa benah di
Ya seperti biasa... setelah ini lihat Rashford beraksi buat Villa dg sentuhan Magic nya...seperti pemain2 MU lainnya yg terbuang,ya seperti biasa setelah ini lihat rashford beraksi buat villa dg sentuhan magic nyaseperti pemain mu lainnya yg terbuang,netral,ya lihat rashford aksi villa sentuh magic nyaseperti main mu buang
Ngirit jadi kebelitï£¿Ã¼Ã²Ã,ngirit jadi kebelit,negatif,ngirit belit
Kemungkinan memasukkan mactominay si botakï£¿Ã¼Ã²Ã ï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,kemungkinan memasukkan mactominay si botak,netral,masuk mactominay sih botak
"@adidwisptr musim pertama emyu ke 3 bro. Musim kemaren cedera banyak, belum lagi politik penjualan klub dll, yg emang tenang + management waras ya di musim ini. Masa lu gatau sih hal kayak ginian? Wkwkwkk karduus karduusss. RIP IQ ï£¿Ã¼Â§Â£",musim pertama emyu ke bro musim kemaren cedera banyak belum lagi politik penjualan klub dll yg emang tenang management waras ya di musim ini masa lu gatau sih hal kayak ginian wkwkwkk karduus karduus rip iq,negatif,musim emyu ke bro musim kemarin cedera politik jual klub dll tenang management waras ya di musim lu tau sih kayak wkwkwkk karduus karduus rip iq
Wkwkwkw apaan dah pergantian pemainnya,wkwkwkw apaan dah pergantian pemainnya,negatif,wkwkwkw deh ganti main
"tinggal main doang apa susahnya ,system lu aja gajelas wkwk",tinggal main doang apa susahnya system lu aja gajelas wkwk,positif,tinggal main doang susah system lu wkwk
@farukfaisal_10 ditambah badai cedera,ditambah badai cedera,negatif,ditambah badai cedera
maino abis dikasi jatah nih,maino abis dikasi jatah nih,negatif,maino habis kasi jatah nih
"Bruno ngawur, ngapain ga ke zirkzee passingnya",bruno ngawur ngapain ga ke zirkzee passingnya,negatif,bruno ngawur kapai ke zirkzee passingnya
"MU menang 2-1, tapi permainan defensif kita jauh dari ideal. Harus lebih solid dan lebih rapat di pertahanan.",mu menang tapi permainan defensif kita jauh dari ideal harus lebih solid dan lebih rapat di pertahanan,positif,mu menang main defensif ideal solid rapat di tahan
"Emng berani eth cadangin rasi walaupun lgi angin""an kyknya ngga",emng berani eth cadangin rasi walaupun lgi anginan kyknya ngga,positif,berani eth cadangin rasi angin kayak
"udh rubah lg ya gan, blm langganan lg vidio soalnya. Ga ada bajet",udh rubah lg ya gan blm langganan lg vidio soalnya ga ada bajet,positif,rubah ya gan langgan vidio bajet
Ini yang salah dari MU pelatih apa pemain?,ini yang salah dari mu pelatih apa pemain,negatif,salah mu latih main
"Harus fifa bisa ubah posisi offside seperti ini jadi gol.. karna ada atau tdk pemain tsb 100% gol bola.. contohnya kalo bola sengaja di tepis sama bek tapi masuk ke gawang (tetap sah/gol), kalo ga masuk bisa berbuah pinalty..",harus fifa bisa ubah posisi offside seperti ini jadi gol karna ada atau tdk pemain tsb gol bola contohnya kalo bola sengaja di tepis sama bek tapi masuk ke gawang tetap sahgol kalo ga masuk bisa berbuah pinalty,netral,fifa ubah posisi offside gol main gol bola contoh kalo bola sengaja di tepis bek masuk ke gawang sahgol kalo masuk buah pinalty
Masi butuh sih untuk cadangan.. Jaga2 kalo ada cedera,masi butuh sih untuk cadangan jaga kalo ada cedera,positif,butuh sih cadang jaga kalo cedera
Padahal mau liat dia duel sama MU,padahal mau liat dia duel sama mu,negatif,lihat duel mu
"Entah Ten Hag entah Amorim, masalahnya di pemain bukan di pelatih.",entah ten hag entah amorim masalahnya di pemain bukan di pelatih,negatif,ten hag amorim di main di latih
"Ten hag terlalu melindungi rashford, sedangkan sancho di depak gitu aja",ten hag terlalu melindungi rashford sedangkan sancho di depak gitu aja,negatif,ten hag lindung rashford sancho di depak
@satri0anom22 biata transfer dulu dah ketutup sama penjualan jersey dia di musim pertama mungkin atau minimal 1/2 nya. MU untunglah atau ga rugi2 banget. Apalagi liat gaji yg ga sebanding sama kontribusinya,biata transfer dulu dah ketutup sama penjualan jersey dia di musim pertama mungkin atau minimal nya mu untunglah atau ga rugi banget apalagi liat gaji yg ga sebanding sama kontribusinya,negatif,biata transfer deh tutup jual jersey di musim minimal nya mu untung rugi banget lihat gaji banding kontribusi
Berharap onana cedera panjang,berharap onana cedera panjang,netral,harap onana cedera
Style penalty licha gila cool bet ï£¿Ã¼Ã®â¢,style penalty licha gila cool bet,positif,style penalty licha gila cool banget
"Ruben Amorim sudah mulai memperkenalkan filosofi baru, namun saya merasa lini serang masih perlu banyak perbaikan untuk meraih kemenangan.",ruben amorim sudah mulai memperkenalkan filosofi baru namun saya merasa lini serang masih perlu banyak perbaikan untuk meraih kemenangan,positif,ruben amorim kenal filosofi lini serang perbaikan raih menang
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral,jadwal main jam
