Comment Text,Cleaned Comment,Sentiment
Setuju banget,setuju banget,positif
"tetap tidak berjalan, ETHnya medioker ï£¿Ã¼Ã²Ã",tetap tidak berjalan ethnya medioker,negatif
"ugarte dm, maino cm, bruno amf, lwf garnacho, rwf amad, cf hojlund",ugarte dm maino cm bruno amf lwf garnacho rwf amad cf hojlund,netral
Akamsi sih susah di buang,akamsi sih susah di buang,negatif
Turun sbagai pemain? Jangan yadekya ï£¿Ã¼Ã²Ã jadi penonton aja ï£¿Ã¼Ã²Ã,turun sbagai pemain jangan yadekya jadi penonton aja,negatif
@satri0anom22 untung lah kan gaji dibayar Chelsea bkn emyu itu termasuk untung biasanya,untung lah kan gaji dibayar chelsea bkn emyu itu termasuk untung biasanya,positif
lega sekali ini anak move dri MU,lega sekali ini anak move dri mu,positif
Bukan nya ga ada biaya peminjaman ya ? Terus sancho rela turun gaji sekutar 130k an. Kalo chelsea mau bayar 350k yang ada kemarin sekalian beli oshimhem bukan sancho,bukan nya ga ada biaya peminjaman ya terus sancho rela turun gaji sekutar k an kalo chelsea mau bayar k yang ada kemarin sekalian beli oshimhem bukan sancho,negatif
"liat di fanbase sebelah katanya gaji sancho dibayar 50% sma Chelsea, jd yg bener yg mana ya?ï£¿Ã¼Â§Ã®",liat di fanbase sebelah katanya gaji sancho dibayar sma chelsea jd yg bener yg mana ya,netral
@satri0anom22 di pinjamkan bukan di jual.baca dan pahami.lu ounya barang di pinjam orang di bayar di gaji lagi.lu gak keluar duit,di pinjamkan bukan di jualbaca dan pahamilu ounya barang di pinjam orang di bayar di gaji lagilu gak keluar duit,negatif
Ini baru pembisnis cerdas ï£¿Ã¼Ã«Ã¨ï£¿Ã¼Ã«Ã¨ gk kayak yg lama.lintah darat,ini baru pembisnis cerdas gk kayak yg lamalintah darat,negatif
tidak seperti emyu yang ku kenal saat jual pemainï£¿Ã¼Ã²Ã,tidak seperti emyu yang ku kenal saat jual pemain,negatif
"G tau knp tp sbnrnya sya suka ni pemain, skill bgus, tp y gtulah attitude rada ngeselin",g tau knp tp sbnrnya sya suka ni pemain skill bgus tp y gtulah attitude rada ngeselin,negatif
hahaha,hahaha,positif
Bagus lah biar bisa beli winger baru lagi yg berani nusuk ke dalam sama rajin suplai bola ke st,bagus lah biar bisa beli winger baru lagi yg berani nusuk ke dalam sama rajin suplai bola ke st,positif
@satri0anom22 biata transfer dulu dah ketutup sama penjualan jersey dia di musim pertama mungkin atau minimal 1/2 nya. MU untunglah atau ga rugi2 banget. Apalagi liat gaji yg ga sebanding sama kontribusinya,biata transfer dulu dah ketutup sama penjualan jersey dia di musim pertama mungkin atau minimal nya mu untunglah atau ga rugi banget apalagi liat gaji yg ga sebanding sama kontribusinya,negatif
@satri0anom22 untung lah kan peminjaman 1 thn dengan kewajiban membeli aetelah nya 20jt pinjam 10jt ditambah gaji 350rb dikali 1 thn  16.8 jt total nya hampur 50jt an,untung lah kan peminjaman thn dengan kewajiban membeli aetelah nya jt pinjam jt ditambah gaji rb dikali thn jt total nya hampur jt an,positif
@za.inal217 liga tani sepele bang,inal liga tani sepele bang,negatif
@za.inal217 masih aja ada yg komen gini udh lah move on,inal masih aja ada yg komen gini udh lah move on,negatif
"@satri0anom22 yang dibahas loan nya ege bukan belinya , Banyakin lagi Ngetik Sebelum baca",yang dibahas loan nya ege bukan belinya banyakin lagi ngetik sebelum baca,negatif
"@satri0anom22 TENANG BRO, DUIT MU BANYAK ï£¿Ã¼Ã®â¢ JUAL BAJU 2 BULAN UDH BALIK MODAL KOK ITU",tenang bro duit mu banyak jual baju bulan udh balik modal kok itu,positif
@za.inal217 MOVE ON BRO ï£¿Ã¼Ã²Ã,inal move on bro,negatif
ï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãjaman glazer prestasi gak penting yg penting bisa datangin bintang untuk penjualan jerseyï£¿Ã¼Ã²Ã,jaman glazer prestasi gak penting yg penting bisa datangin bintang untuk penjualan jersey,negatif
@don_hawaitt *saham,saham,netral
@satri0anom22 ente kadang2 tuh ky gini nih ï£¿Ã¼Ã²Ã,ente kadang tuh ky gini nih,negatif
@deearizkyp_ dah betul,dah betul,positif
"@gilang.prattama bukan opsi, tapi wajib",prattama bukan opsi tapi wajib,netral
"@ghufronafy barca lebih parah dri MU, di MU gaji tertinggi cuman 350k per minggu, di barca de Jong aja 700k per minggu, makanya dikurangin, itupun masih terlalu besar",barca lebih parah dri mu di mu gaji tertinggi cuman k per minggu di barca de jong aja k per minggu makanya dikurangin itupun masih terlalu besar,positif
"@satri0anom22 yapp skrg kita sebagai fans optimis aja , maguire makin kesini makin sangar maennya.. jadi patut di apresiasi juga sih.. tinggal nunggu antony nih msh muter2 ga maennya.. sama si mount yg hobi cedera",yapp skrg kita sebagai fans optimis aja maguire makin kesini makin sangar maennya jadi patut di apresiasi juga sih tinggal nunggu antony nih msh muter ga maennya sama si mount yg hobi cedera,positif
@andrefajarm skor nanti malam sepertinya draw..,skor nanti malam sepertinya draw,netral
@imammahdi296 emyu aja sekarang di bawah chelsea yg ada emyu yg degradasi kocak ï£¿Ã¼Â§Â£ï£¿Ã¼Â§Â£,emyu aja sekarang di bawah chelsea yg ada emyu yg degradasi kocak,negatif
Lebih untung Chelsea jual mason mount 65jt yg tinggal hampasnya doang ï£¿Ã¼Â§Â£ï£¿Ã¼Â§Â£,lebih untung chelsea jual mason mount jt yg tinggal hampasnya doang,negatif
"Kalo dilihat dr Sancho nya yg adalah toxic, iya untung. Tp kalo dr duit, jelas rugi, belinya aja 80jt. Ga usah menghibur diri min ï£¿Ã¼Ã²Ã",kalo dilihat dr sancho nya yg adalah toxic iya untung tp kalo dr duit jelas rugi belinya aja jt ga usah menghibur diri min,negatif
Lahh hoaxï£¿Ã¼Ã²Ã,lahh hoax,negatif
@alzandhigram turun bang,turun bang,negatif
@_cueta gaji turun+gak ada biaya peminjaman,gaji turungak ada biaya peminjaman,negatif
@za.inal217 gpp bang klo greenwood cetak gol bahkan jadi gacor....kayaknya itu win2 solusion deh buat united jual greenwood dari pada para sponsor kaburï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,inal gpp bang klo greenwood cetak gol bahkan jadi gacorkayaknya itu win solusion deh buat united jual greenwood dari pada para sponsor kabur,positif
"@denol94 emang gak ada,gaji juga turun jauh",emang gak adagaji juga turun jauh,negatif
@wahyudii.24 Sancho rela potong gaji buat gabung Chelsea+gak ada biaya peminjaman,sancho rela potong gaji buat gabung chelseagak ada biaya peminjaman,netral
@rcberlianto flop juga gak masalah sih harga murah+gaji juga turun jauh. *Tidak ada biaya peminjaman juga,flop juga gak masalah sih harga murahgaji juga turun jauh tidak ada biaya peminjaman juga,positif
Klo minjem gbisa dimainin lawan timnya emang?,klo minjem gbisa dimainin lawan timnya emang,positif
"@za.inal217 masih aja berharap sama org yg di warlok manchesternya aja udh gak diterima. kocak. move on deh cepet"" dan jangan nyalahin management united",inal masih aja berharap sama org yg di warlok manchesternya aja udh gak diterima kocak move on deh cepet dan jangan nyalahin management united,negatif
@satri0anom22 untung dari segi gaji dia semahal itu tapi gak cetak golï£¿Ã¼Ã²Ã kocak emang harusnya sekalian rashford jugaï£¿Ã¼Ã²Ã,untung dari segi gaji dia semahal itu tapi gak cetak gol kocak emang harusnya sekalian rashford juga,negatif
"bukan ""ikut maunya MUï£¿Ã¼Ã²Ã"" ya emang aturan FA pemain yang dipinjamkan gaboleh diturunkan ngelawan klub induk",bukan ikut maunya mu ya emang aturan fa pemain yang dipinjamkan gaboleh diturunkan ngelawan klub induk,negatif
jual baju mah yang cuan adidasnya wkwkwk kalau duitnya ke MU juga terus adidas dapat apaï£¿Ã¼Ã²Ã,jual baju mah yang cuan adidasnya wkwkwk kalau duitnya ke mu juga terus adidas dapat apa,negatif
@ridhohfzz_ di inggris gabisa,di inggris gabisa,positif
Padahal mau liat dia duel sama MU,padahal mau liat dia duel sama mu,negatif
BYK pemain dari sebelom tenhag telah dijual dan buang dari Man u... Team baru beliau belom lagi dapat buat apa2..,byk pemain dari sebelom tenhag telah dijual dan buang dari man u team baru beliau belom lagi dapat buat apa,negatif
Ngaco bgt info muï£¿Ã¼Â§Â£. Gaji bner sih di byar full. Tpi juga nggak 350k. Dia ptong gaji bnyak. Fee peminjaman juga nggak adaï£¿Ã¼Ã²Ã,ngaco bgt info mu gaji bner sih di byar full tpi juga nggak k dia ptong gaji bnyak fee peminjaman juga nggak ada,positif
"Wkwkwkwkw pemain ini tuh berkelas, dan skill full. Lihat aja, bakalan nyesel dah. Karena gw feeling permormanya sama kayak Greenwood ï£¿Ã¼Ã²Ã",wkwkwkwkw pemain ini tuh berkelas dan skill full lihat aja bakalan nyesel dah karena gw feeling permormanya sama kayak greenwood,negatif
gk turun gaji?,gk turun gaji,positif
@satri0anom22 kalo dibanding pas beli di era manajemen oon ya emg rugi. Tp dgn perform yg skrg dilepas dgn skema begitu untung,kalo dibanding pas beli di era manajemen oon ya emg rugi tp dgn perform yg skrg dilepas dgn skema begitu untung,positif
onana jual de gea balikin lg,onana jual de gea balikin lg,negatif
Beban club,beban club,negatif
Ni oramg udah main gabener nendang penalti pun gabisa emang cocoknya dibuang aja udah,ni oramg udah main gabener nendang penalti pun gabisa emang cocoknya dibuang aja udah,negatif
Loan?ï£¿Ã¼Ã²â,loan,negatif
"Degradasi dia,dngan pemain satu kelurahan nya",degradasi diadngan pemain satu kelurahan nya,negatif
@hazzfelix kenapa loan kenapa tidak di jual terusï£¿Ã¼Ã²Ã,kenapa loan kenapa tidak di jual terus,negatif
"@mhdd_edo_saputra dipinjam, tapi musim depan harus opsi pembelian",dipinjam tapi musim depan harus opsi pembelian,netral
@hazzfelix opsi buy akhir musim,opsi buy akhir musim,netral
Takut bgt di gol-in Sancho ï£¿Ã¼Ã²Ã,takut bgt di golin sancho,negatif
"@andrefajarm ya..mau dibilang Rugi,, dijaman ed emang Rada ancur Pemain mahal yg dibeli semua flop,, maguire, di maria, mount, antony , sancho, ditotal dah berapa trilliun... tapi presrasi nihil... semoga diera ineos ini management lebih baik lagi...",yamau dibilang rugi dijaman ed emang rada ancur pemain mahal yg dibeli semua flop maguire di maria mount antony sancho ditotal dah berapa trilliun tapi presrasi nihil semoga diera ineos ini management lebih baik lagi,positif
@satri0anom22 yang penting beban gaji berkurang bro biar gampang rombak pemain,yang penting beban gaji berkurang bro biar gampang rombak pemain,negatif
"@satri0anom22 setidaknya meringankan pengeluaran dr gaji di tanggung chelsea dan jg wajib beli sudah lumayan bang, karna dengan performa yang sekarang sulit juga langsung jual, walaupun emng harga beli gak sesuai sama performa nya saat sebelum di MU",setidaknya meringankan pengeluaran dr gaji di tanggung chelsea dan jg wajib beli sudah lumayan bang karna dengan performa yang sekarang sulit juga langsung jual walaupun emng harga beli gak sesuai sama performa nya saat sebelum di mu,positif
"@mhdd_edo_saputra kalo chelsea masuk 14 besar EPL wajib dibeli, yakali chelsea finish peringkat 15 ï£¿Ã¼Ã³Ã¸",kalo chelsea masuk besar epl wajib dibeli yakali chelsea finish peringkat,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
ï£¿Ã¼Ã«Ã¨ï£¿Ã¼Ã«Ã¨ï£¿Ã¼Ã«Ã¨ï£¿Ã¼Ã«Ã¨ keren min,keren min,positif
Bukan nya Gada biaya pinjaman?,bukan nya gada biaya pinjaman,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
@imammahdi296 ï£¿Ã¼Ã²Ã pngen nya sih gt,pngen nya sih gt,negatif
"@theprotagonist00 iya bisa dibilang flop karena dibeli mahal tapi gak bisa membantu tim karena langganan cedera,,, mantan chelsea yg bagus dan bisa diandalkan tim cuma Matic dan Mata yg selalu jadi andalan skuad MU,,",iya bisa dibilang flop karena dibeli mahal tapi gak bisa membantu tim karena langganan cedera mantan chelsea yg bagus dan bisa diandalkan tim cuma matic dan mata yg selalu jadi andalan skuad mu,positif
@lavahim iya...yang rugi Ed yg untung ineos ï£¿Ã¼Ã²Ã,iyayang rugi ed yg untung ineos,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
Top,top,positif
Kali ini bsa bangga sama kebijakan transfer MU ï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,kali ini bsa bangga sama kebijakan transfer mu,positif
gabisa main lwan emyu cuma selama semusim saat loan aja atau gimana min?,gabisa main lwan emyu cuma selama semusim saat loan aja atau gimana min,netral
"Jual 20 aja udah untung ko buat emyu, buat apa melihara parasit",jual aja udah untung ko buat emyu buat apa melihara parasit,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
@satri0anom22 you think!!,you think,positif
@satri0anom22 kan mount lu suruh cetak gol? Gak salah baca gw? Mount posisinya striker kah? Apa midfield? Serius nanya nih gw.,kan mount lu suruh cetak gol gak salah baca gw mount posisinya striker kah apa midfield serius nanya nih gw,netral
Liat akun sebelah katanya GK ad biaya pinjaman min trs gajinya sebagian besar chelsea yg nanggung,liat akun sebelah katanya gk ad biaya pinjaman min trs gajinya sebagian besar chelsea yg nanggung,positif
@denol94 nah iy kata akun sebelah,nah iy kata akun sebelah,negatif
akhirnya berguna juga ï£¿Ã¼Ã²Ã,akhirnya berguna juga,positif
Grenwood top score liga perancis sekargï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,grenwood top score liga perancis sekarg,netral
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
@ricky_tan27 wkwk syaratnya lucu juga ya ï£¿Ã¼Ã²Ã,wkwk syaratnya lucu juga ya,positif
"@satri0anom22 Ini kan pembandingnya dengan manajemen lama. Tau kan ancur banget tuh ngelolanya. Nah sekarang sama Ineos mulai dibenahi, musim ini dapat 140 jt an udah untung banget, dibanding musim"" lalu, jual 1 pemain aja susahnya minta ampun.",ini kan pembandingnya dengan manajemen lama tau kan ancur banget tuh ngelolanya nah sekarang sama ineos mulai dibenahi musim ini dapat jt an udah untung banget dibanding musim lalu jual pemain aja susahnya minta ampun,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
"Nah bagusnya lagi Sancho dilarang Main kalau ketemu MU ,, takutnya jadi mantan yg sudah-sudah seperti welbeck ï£¿Ã¼Ã²Ã",nah bagusnya lagi sancho dilarang main kalau ketemu mu takutnya jadi mantan yg sudahsudah seperti welbeck,negatif
@satri0anom22 memang kalo lu nilai dri jaaman sblom ineos MU RUGI.. tp dngan kondisi skrang.. mainnya jga gak bagus d ambil club lain yaa jtuhnya untung,memang kalo lu nilai dri jaaman sblom ineos mu rugi tp dngan kondisi skrang mainnya jga gak bagus d ambil club lain yaa jtuhnya untung,negatif
Untung untuk Sancho nya lah,untung untuk sancho nya lah,positif
"Wih, poin ketiga oke juga ï£¿Ã¼Ã«Ã¨ï£¿Ã¼Ã²Ã",wih poin ketiga oke juga,positif
"@mhrezha.r saat loan lah, karna masih berstatus pemain Emyu kontraknya, jadi ikut maunya Emyu. Pas udah resmi kontrak dg Chelsea, ya suka-suka Chelsea mau diapain ini pemain.",r saat loan lah karna masih berstatus pemain emyu kontraknya jadi ikut maunya emyu pas udah resmi kontrak dg chelsea ya sukasuka chelsea mau diapain ini pemain,negatif
"INEOS udh muak kyknya sama Sancho + ada yg mau ambil ni orang, meskipun hrs ke pesaing di EPL yg penting nih orang hrs minggatï£¿Ã¼Ã«Ã¨",ineos udh muak kyknya sama sancho ada yg mau ambil ni orang meskipun hrs ke pesaing di epl yg penting nih orang hrs minggat,positif
Jual aja saranin,jual aja saranin,netral
Info dari ig sebelah katanya gaji dibayar setengah min?,info dari ig sebelah katanya gaji dibayar setengah min,netral
GGMUï£¿Ã¼Ã®â¢âÃ¹Â§ÃâÃ¨,ggmu,positif
"Kalau MU nggak segera perbaiki pertahanan, bisa makin terpuruk di liga.",kalau mu nggak segera perbaiki pertahanan bisa makin terpuruk di liga,positif
"Bruno kadang terlalu egois, harusnya lebih banyak kasih assist daripada maksa tembak.",bruno kadang terlalu egois harusnya lebih banyak kasih assist daripada maksa tembak,negatif
"Main MU sekarang udah mulai membaik sih, tinggal lebih konsisten aja.",main mu sekarang udah mulai membaik sih tinggal lebih konsisten aja,positif
"Pertahanan MU harusnya lebih agresif, jangan gampang kecolongan.",pertahanan mu harusnya lebih agresif jangan gampang kecolongan,negatif
Harusnya Rashford lebih sering dicadangkan dulu biar dia termotivasi.,harusnya rashford lebih sering dicadangkan dulu biar dia termotivasi,netral
Semoga musim depan MU bisa lebih solid dan bersaing di papan atas.,semoga musim depan mu bisa lebih solid dan bersaing di papan atas,positif
"Gak sabar nunggu MU lawan City, semoga bisa tampil lebih baik.",gak sabar nunggu mu lawan city semoga bisa tampil lebih baik,positif
"Jadon Sancho harusnya dikasih lebih banyak menit bermain, masih potensial.",jadon sancho harusnya dikasih lebih banyak menit bermain masih potensial,netral
Pertandingan kemarin seru banget! Semoga MU makin kuat di laga selanjutnya.,pertandingan kemarin seru banget semoga mu makin kuat di laga selanjutnya,positif
"MU butuh pemain tengah yang lebih kreatif, sering banget kehabisan ide.",mu butuh pemain tengah yang lebih kreatif sering banget kehabisan ide,positif
"Ten Hag harus lebih tegas dalam memilih pemain utama. Rashford lagi turun performanya, kasih kesempatan pemain lain dong!",ten hag harus lebih tegas dalam memilih pemain utama rashford lagi turun performanya kasih kesempatan pemain lain dong,negatif
"Mainnya lumayan, tapi lini belakang masih gampang kebobolan. Harus lebih disiplin kalau mau juara.",mainnya lumayan tapi lini belakang masih gampang kebobolan harus lebih disiplin kalau mau juara,positif
MU bisa lebih baik kalau Bruno lebih kreatif di tengah. Terlalu banyak passing yang nggak efektif.,mu bisa lebih baik kalau bruno lebih kreatif di tengah terlalu banyak passing yang nggak efektif,positif
"Maguire harus dikasih kesempatan lebih banyak, musim ini dia performa lumayan stabil kok.",maguire harus dikasih kesempatan lebih banyak musim ini dia performa lumayan stabil kok,positif
"Kapan MU bisa konsisten main bagus? Kadang menang meyakinkan, kadang kacau banget.",kapan mu bisa konsisten main bagus kadang menang meyakinkan kadang kacau banget,positif
Ten Hag masih butuh waktu. Kasih dia kesempatan buat ngebangun tim yang lebih solid.,ten hag masih butuh waktu kasih dia kesempatan buat ngebangun tim yang lebih solid,positif
"Garnacho makin keren, tinggal diasah finishing-nya aja biar makin tajam.",garnacho makin keren tinggal diasah finishingnya aja biar makin tajam,positif
Kenapa Onana sering blunder? Kayaknya MU butuh kiper cadangan yang lebih siap.,kenapa onana sering blunder kayaknya mu butuh kiper cadangan yang lebih siap,negatif
Harusnya lebih banyak kasih kesempatan ke pemain muda. Akademi MU kan bagus-bagus.,harusnya lebih banyak kasih kesempatan ke pemain muda akademi mu kan bagusbagus,positif
MU masih butuh gelandang bertahan yang lebih solid. Casemiro doang nggak cukup.,mu masih butuh gelandang bertahan yang lebih solid casemiro doang nggak cukup,positif
"Seandainya MU bisa lebih efektif di depan gawang, pasti hasilnya lebih bagus.",seandainya mu bisa lebih efektif di depan gawang pasti hasilnya lebih bagus,positif
Onana masih sering bikin keputusan aneh. Harusnya lebih tenang di bawah mistar.,onana masih sering bikin keputusan aneh harusnya lebih tenang di bawah mistar,netral
Banyak pemain MU yang performanya naik turun. Harusnya lebih konsisten.,banyak pemain mu yang performanya naik turun harusnya lebih konsisten,netral
Kok MU sering banget kena counter attack? Harusnya bisa lebih disiplin di lini tengah.,kok mu sering banget kena counter attack harusnya bisa lebih disiplin di lini tengah,negatif
"Harusnya Ten Hag lebih sering rotasi pemain, Rashford udah kelihatan capek.",harusnya ten hag lebih sering rotasi pemain rashford udah kelihatan capek,negatif
"Pertandingan kemarin lumayan seru, tapi sayang hasilnya kurang memuaskan.",pertandingan kemarin lumayan seru tapi sayang hasilnya kurang memuaskan,negatif
"Ten Hag harus kasih instruksi lebih jelas ke pemain, sering keliatan bingung di lapangan.",ten hag harus kasih instruksi lebih jelas ke pemain sering keliatan bingung di lapangan,negatif
"Garnacho makin berkembang, tapi masih perlu lebih sering dikasih kesempatan.",garnacho makin berkembang tapi masih perlu lebih sering dikasih kesempatan,positif
MU harus bisa belajar dari kesalahan kalau mau bersaing di papan atas.,mu harus bisa belajar dari kesalahan kalau mau bersaing di papan atas,negatif
"Seharusnya main lebih agresif sejak awal, jangan nunggu kebobolan dulu baru nyerang.",seharusnya main lebih agresif sejak awal jangan nunggu kebobolan dulu baru nyerang,positif
"Mainnya terlalu banyak umpan ke belakang, harusnya lebih direct.",mainnya terlalu banyak umpan ke belakang harusnya lebih direct,negatif
"MU harus segera cari bek tengah baru, terlalu mudah ditembus lawan.",mu harus segera cari bek tengah baru terlalu mudah ditembus lawan,negatif
Bisa gak sih lebih cepat ambil keputusan di depan gawang? Kebanyakan mikir jadinya sia-sia.,bisa gak sih lebih cepat ambil keputusan di depan gawang kebanyakan mikir jadinya siasia,negatif
"Kayaknya lini tengah MU kurang kreatif, Bruno doang yang kerja keras.",kayaknya lini tengah mu kurang kreatif bruno doang yang kerja keras,negatif
"Serangan balik MU bagus, tapi pertahanannya juga harus kuat.",serangan balik mu bagus tapi pertahanannya juga harus kuat,positif
Semoga musim depan ada perubahan signifikan.,semoga musim depan ada perubahan signifikan,positif
"Taktik pressing MU udah mulai keliatan bagus, tinggal eksekusi yang lebih baik.",taktik pressing mu udah mulai keliatan bagus tinggal eksekusi yang lebih baik,positif
"Harusnya lebih banyak mainin pemain muda, kasih mereka kesempatan.",harusnya lebih banyak mainin pemain muda kasih mereka kesempatan,negatif
"Kinerja lini tengah kurang maksimal, sering kehilangan bola.",kinerja lini tengah kurang maksimal sering kehilangan bola,negatif
"Setidaknya ada progres dari cara main MU, tapi masih perlu banyak perbaikan.",setidaknya ada progres dari cara main mu tapi masih perlu banyak perbaikan,netral
"Harusnya lebih banyak latihan penyelesaian akhir, terlalu banyak peluang terbuang.",harusnya lebih banyak latihan penyelesaian akhir terlalu banyak peluang terbuang,negatif
"Kemenangan memang penting, tapi lebih penting lagi konsistensi.",kemenangan memang penting tapi lebih penting lagi konsistensi,positif
"Ten Hag harus lebih berani rotasi, jangan terus mainin pemain yang sedang turun performanya.",ten hag harus lebih berani rotasi jangan terus mainin pemain yang sedang turun performanya,negatif
"MU butuh pemimpin sejati di lapangan, kadang kelihatan kurang motivasi.",mu butuh pemimpin sejati di lapangan kadang kelihatan kurang motivasi,negatif
"Pertandingan kemarin sebenarnya seru, tapi sayang hasilnya nggak maksimal.",pertandingan kemarin sebenarnya seru tapi sayang hasilnya nggak maksimal,positif
Banyak pemain MU yang harus meningkatkan mentalitas mereka.,banyak pemain mu yang harus meningkatkan mentalitas mereka,netral
"Taktik RÃºben Amorim mulai terlihat solid, pressingnya jauh lebih baik.",taktik r ben amorim mulai terlihat solid pressingnya jauh lebih baik,positif
"Performa MU lebih agresif sekarang, build-up play lebih cepat dibanding era Ten Hag.",performa mu lebih agresif sekarang buildup play lebih cepat dibanding era ten hag,positif
"RÃºben Amorim sukses meningkatkan mentalitas tim, mereka lebih percaya diri di lapangan.",r ben amorim sukses meningkatkan mentalitas tim mereka lebih percaya diri di lapangan,positif
"Belum terlihat perubahan signifikan, tapi setidaknya ada perbaikan kecil dalam pola permainan.",belum terlihat perubahan signifikan tapi setidaknya ada perbaikan kecil dalam pola permainan,netral
"MU lebih solid dalam penguasaan bola, tapi masih kurang tajam di depan.",mu lebih solid dalam penguasaan bola tapi masih kurang tajam di depan,negatif
Amorim berani memainkan pemain muda dan hasilnya cukup menjanjikan.,amorim berani memainkan pemain muda dan hasilnya cukup menjanjikan,positif
"Meskipun belum sempurna, tapi MU terlihat lebih terorganisir sejak dilatih Amorim.",meskipun belum sempurna tapi mu terlihat lebih terorganisir sejak dilatih amorim,positif
"Harusnya Amorim lebih fleksibel dalam taktik, terkadang tim terlalu mudah ditebak.",harusnya amorim lebih fleksibel dalam taktik terkadang tim terlalu mudah ditebak,negatif
"Era Ten Hag terlalu banyak eksperimen formasi, Amorim lebih konsisten dengan sistemnya.",era ten hag terlalu banyak eksperimen formasi amorim lebih konsisten dengan sistemnya,negatif
"Permainan MU sekarang lebih mengalir, tidak kaku seperti di era Ten Hag.",permainan mu sekarang lebih mengalir tidak kaku seperti di era ten hag,positif
"Ten Hag terlalu defensif, Amorim berani bermain terbuka dan menyerang.",ten hag terlalu defensif amorim berani bermain terbuka dan menyerang,negatif
Rotasi pemain Amorim lebih masuk akal dibanding Ten Hag yang sering memaksakan.,rotasi pemain amorim lebih masuk akal dibanding ten hag yang sering memaksakan,positif
Pressing tinggi ala Amorim lebih efektif ketimbang pressing setengah lapangan Ten Hag.,pressing tinggi ala amorim lebih efektif ketimbang pressing setengah lapangan ten hag,positif
Amorim lebih berani memberikan kesempatan pemain akademi dibanding Ten Hag.,amorim lebih berani memberikan kesempatan pemain akademi dibanding ten hag,netral
"Masalah mental tim masih sama seperti era Ten Hag, Amorim harus kerja keras.",masalah mental tim masih sama seperti era ten hag amorim harus kerja keras,positif
"Transisi bertahan masih jadi masalah, baik di era Ten Hag maupun Amorim.",transisi bertahan masih jadi masalah baik di era ten hag maupun amorim,negatif
"Amorim lebih fleksibel dalam taktik, tidak sekaku Ten Hag yang terlalu idealis.",amorim lebih fleksibel dalam taktik tidak sekaku ten hag yang terlalu idealis,negatif
"Chemistry tim meningkat di bawah Amorim, pemain lebih bebas berekspresi.",chemistry tim meningkat di bawah amorim pemain lebih bebas berekspresi,positif
"Ten Hag terlalu fokus pada possession, Amorim lebih mementingkan efektivitas.",ten hag terlalu fokus pada possession amorim lebih mementingkan efektivitas,negatif
"Perlu waktu adaptasi, tapi filosofi Amorim lebih cocok dengan DNA United.",perlu waktu adaptasi tapi filosofi amorim lebih cocok dengan dna united,positif
"Amorim perlu waktu untuk membangun tim, jangan dibandingkan langsung dengan Ten Hag.",amorim perlu waktu untuk membangun tim jangan dibandingkan langsung dengan ten hag,negatif
"Set-piece masih jadi masalah besar, bahkan lebih buruk dari era Ten Hag.",setpiece masih jadi masalah besar bahkan lebih buruk dari era ten hag,negatif
"Possession football ala Ten Hag membosankan, Amorim lebih berani bermain vertikal.",possession football ala ten hag membosankan amorim lebih berani bermain vertikal,negatif
"Pemain sayap lebih produktif di bawah Amorim, tidak terlalu dibatasi seperti era Ten Hag.",pemain sayap lebih produktif di bawah amorim tidak terlalu dibatasi seperti era ten hag,positif
"Amorim harus perbaiki lini tengah, masih kalah dibanding era Ten Hag.",amorim harus perbaiki lini tengah masih kalah dibanding era ten hag,negatif
"Komunikasi Amorim dengan media lebih baik, Ten Hag sering terkesan defensif.",komunikasi amorim dengan media lebih baik ten hag sering terkesan defensif,negatif
"Ten Hag terlalu keras kepala dengan sistemnya, Amorim lebih adaptif dengan situasi.",ten hag terlalu keras kepala dengan sistemnya amorim lebih adaptif dengan situasi,negatif
"Pressing system Amorim lebih terstruktur, tapi masih butuh waktu untuk sempurna.",pressing system amorim lebih terstruktur tapi masih butuh waktu untuk sempurna,positif
Kombinasi passing di sepertiga akhir lebih variatif dibanding era Ten Hag.,kombinasi passing di sepertiga akhir lebih variatif dibanding era ten hag,positif
"Amorim lebih berani rotasi pemain, tidak terpaku pada nama besar seperti Ten Hag.",amorim lebih berani rotasi pemain tidak terpaku pada nama besar seperti ten hag,netral
"Pergerakan tanpa bola lebih dinamis sekarang, era Ten Hag terlalu statis.",pergerakan tanpa bola lebih dinamis sekarang era ten hag terlalu statis,negatif
"Ten Hag punya ide bagus tapi eksekusi buruk, Amorim lebih realistis dengan kondisi tim.",ten hag punya ide bagus tapi eksekusi buruk amorim lebih realistis dengan kondisi tim,negatif
"Masih kangen era Ten Hag, setidaknya dia bisa bawa MU ke UCL.",masih kangen era ten hag setidaknya dia bisa bawa mu ke ucl,positif
