Comment Text,Cleaned Comment,Sentiment
Inpo ig wasit,inpo ig wasit,netral
Beli striker TPI GK di maenin dari menit awal. Fix Radford anak emas,beli striker tpi gk di maenin dari menit awal fix radford anak emas,negatif
"Assist Bruno kelas bgt, crossing membelah lautan ï£¿Ã¼Ã²Ã",assist bruno kelas bgt crossing membelah lautan,positif
"Suka tidak suka mental seperti ini lah yg tidak dipunya Sanco, bahkan pemain emyu lainnya juga",suka tidak suka mental seperti ini lah yg tidak dipunya sanco bahkan pemain emyu lainnya juga,negatif
"Ten Hag harus kasih instruksi lebih jelas ke pemain, sering keliatan bingung di lapangan.",ten hag harus kasih instruksi lebih jelas ke pemain sering keliatan bingung di lapangan,negatif
pelatih fisiknya siapa emyu,pelatih fisiknya siapa emyu,netral
"@rzkyaph dia gk sengaja itu, klo ente nonton gk bkal nanya ini dan nyalahin dia. Fix ente gk nonton",dia gk sengaja itu klo ente nonton gk bkal nanya ini dan nyalahin dia fix ente gk nonton,negatif
"Pemain mulai ngerti gaya main Amorim, tapi lini belakang masih butuh pembenahan. Semoga lebih baik di laga-laga berikutnya.",pemain mulai ngerti gaya main amorim tapi lini belakang masih butuh pembenahan semoga lebih baik di lagalaga berikutnya,positif
"Ada ada aja ini tim cuk,,",ada ada aja ini tim cuk,negatif
"Belum terlihat perubahan signifikan, tapi setidaknya ada perbaikan kecil dalam pola permainan.",belum terlihat perubahan signifikan tapi setidaknya ada perbaikan kecil dalam pola permainan,netral
Amorim Master class babak kedua ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢,amorim master class babak kedua,netral
kapan mainnya bangï£¿Ã¼Ã®â¢,kapan mainnya bang,netral
Kalah menit akhir sat,kalah menit akhir sat,negatif
@_tobedeletedsoon_ iya itungannya MU cuma nambah 30jt doang karna mctominay dr akademi MU,iya itungannya mu cuma nambah jt doang karna mctominay dr akademi mu,negatif
@nurimanhdyt benerrr,bener,positif
Untungnya ada Harry maguire ï£¿Ã¼Ã²Ã§,untungnya ada harry maguire,netral
Garnacho dan amad game changer,garnacho dan amad game changer,netral
"sial emamg, aku nonton babak pertama aja pas kebobolan, selesai babak pertama aku matiin karena masuk kerjaï£¿Ã¼â¢â«",sial emamg aku nonton babak pertama aja pas kebobolan selesai babak pertama aku matiin karena masuk kerja,negatif
"Build-up play lebih natural, tidak dipaksakan seperti era Ten Hag.",buildup play lebih natural tidak dipaksakan seperti era ten hag,positif
@mrihsani keknya MU butuh tomas tuchel,keknya mu butuh tomas tuchel,netral
@deri_waridana bilang aja softball,bilang aja softball,netral
Kenapa Onana sering blunder? Kayaknya MU butuh kiper cadangan yang lebih siap.,kenapa onana sering blunder kayaknya mu butuh kiper cadangan yang lebih siap,negatif
Koq masih percaya sama onanaï£¿Ã¼Ã²Â¢ï£¿Ã¼Ã²Â¢ï£¿Ã¼Ã²Â¢,koq masih percaya sama onana,negatif
"Fix Harry Amass, Obi Martin masuk skuad sihh, lekas pulih MUï£¿Ã¼Ã®â¢ #GGMU",fix harry amass obi martin masuk skuad sihh lekas pulih mu ggmu,positif
"Amorim baru dateng, tapi udah bisa keliatan MU mainnya lebih ngegas! Garnacho makin ganas di sayap",amorim baru dateng tapi udah bisa keliatan mu mainnya lebih ngegas garnacho makin ganas di sayap,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
Masi butuh sih untuk cadangan.. Jaga2 kalo ada cedera,masi butuh sih untuk cadangan jaga kalo ada cedera,positif
Zirkzee mulai mencair ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã«Ã¨ï£¿Ã¼Ã«Ã¨,zirkzee mulai mencair,netral
"Kemenangan telak 4-0, tapi pertahanan masih bisa lebih baik. Harus lebih waspada di laga-laga mendatang.",kemenangan telak tapi pertahanan masih bisa lebih baik harus lebih waspada di lagalaga mendatang,positif
Rashford OUT,rashford out,netral
"Semua fans berharap seperti itu min, tapi kenapa pak bupati ini selalu main ï£¿Ã¼Ã²â",semua fans berharap seperti itu min tapi kenapa pak bupati ini selalu main,positif
"kiper? Dia udah mentas di liga champion bro, Kurang intens apa lagi? Antony itu bagus kok, liat aja musim pertama nya, nah ni pelatih gak ada tegas tegas nya, rashford angin anginan gtu knpa main trus? Lucu ente",kiper dia udah mentas di liga champion bro kurang intens apa lagi antony itu bagus kok liat aja musim pertama nya nah ni pelatih gak ada tegas tegas nya rashford angin anginan gtu knpa main trus lucu ente,negatif
@mahadifqt menang lawan city di final juga hoki brrti yaa,menang lawan city di final juga hoki brrti yaa,positif
"Saya melihat banyak potensi di tim, meskipun hanya imbang. Ruben Amorim punya filosofi yang bisa membawa MU ke tingkat selanjutnya.",saya melihat banyak potensi di tim meskipun hanya imbang ruben amorim punya filosofi yang bisa membawa mu ke tingkat selanjutnya,positif
"Saya percaya Ruben Amorim akan bisa membawa MU kembali ke jalur kemenangan, meskipun kami hanya bermain imbang di pertandingan pertama.",saya percaya ruben amorim akan bisa membawa mu kembali ke jalur kemenangan meskipun kami hanya bermain imbang di pertandingan pertama,positif
Suee kenapa lebih enak nonton Brighton maennya,suee kenapa lebih enak nonton brighton maennya,positif
Gak habis mikir sampe botak,gak habis mikir sampe botak,positif
Banyak pemain MU yang performanya naik turun. Harusnya lebih konsisten.,banyak pemain mu yang performanya naik turun harusnya lebih konsisten,netral
"@rezkynurhadii fulham juga ancur""an kocak, gimana ga bagus kalo lawan lu aja jelek, dari segi apapun jelas dibawah Mu Fulham bro. Mau gimana lagi ini botak udah 2 musim main stagnan mulu mau sampe kapan wkwkwk",fulham juga ancuran kocak gimana ga bagus kalo lawan lu aja jelek dari segi apapun jelas dibawah mu fulham bro mau gimana lagi ini botak udah musim main stagnan mulu mau sampe kapan wkwkwk,negatif
@nurimanhdyt ga ada posisi yg aman di mu selagi lu ga konsisten babak pertama main jelek aja bisa di ganti,ga ada posisi yg aman di mu selagi lu ga konsisten babak pertama main jelek aja bisa di ganti,negatif
@tasihhh_27 untuk saat ini belum ada ï£¿Ã¼Ã²Ã,untuk saat ini belum ada,netral
"Amorim bawa MU menang 4-0, tapi lini belakang masih rentan banget! Kita butuh soliditas di sana.",amorim bawa mu menang tapi lini belakang masih rentan banget kita butuh soliditas di sana,positif
"kalo kerja mendingan gausa di tonton bang, energinya dikuras pas nonton MU",kalo kerja mendingan gausa di tonton bang energinya dikuras pas nonton mu,negatif
"Lini tengah ini parah banget, oper-operan gak jelas kayak main tarkam!",lini tengah ini parah banget operoperan gak jelas kayak main tarkam,negatif
"beli pemain siapa? Itu aja Antony, case, Onana, dll siapa yg pilih? Ten hag kan? Nah sekarang kenapa mereka dulu passing bagus, tiba di united passing jelek semua ya salah pelatih lah",beli pemain siapa itu aja antony case onana dll siapa yg pilih ten hag kan nah sekarang kenapa mereka dulu passing bagus tiba di united passing jelek semua ya salah pelatih lah,negatif
Gila 3 pemain kosong tanpa kawalan,gila pemain kosong tanpa kawalan,negatif
Semoga ada ugarte jadi bisa refresh lagi dah performanya case,semoga ada ugarte jadi bisa refresh lagi dah performanya case,positif
mantap,mantap,positif
"Mana mau emyu wkwkwk sancho aja mau d duitkan lagian manajemen emyu Uda d isi org berpengalaman semua kayak Omar berrarda, Jason wilcox , dan ashworth sama vivel Uda pasti bakal d analisis lah",mana mau emyu wkwkwk sancho aja mau d duitkan lagian manajemen emyu uda d isi org berpengalaman semua kayak omar berrarda jason wilcox dan ashworth sama vivel uda pasti bakal d analisis lah,negatif
"Lini depan kita lebih hidup, tapi defense masih masalah besar. MU menang 2-1, tapi pertahanan harus diperbaiki cepat!",lini depan kita lebih hidup tapi defense masih masalah besar mu menang tapi pertahanan harus diperbaiki cepat,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
Juventot anjink gk tau malu nge bid Koopmeiners 59juta mau tapi beli Sancho yang 40juta malah pengennya loan,juventot anjink gk tau malu nge bid koopmeiners juta mau tapi beli sancho yang juta malah pengennya loan,negatif
Ternyata masih sama kaya tahun kmaren cuma ekspektasi dan harapan kita ajh sbg fans yg gede,ternyata masih sama kaya tahun kmaren cuma ekspektasi dan harapan kita ajh sbg fans yg gede,positif
duit aja sini buat beli reguilon,duit aja sini buat beli reguilon,negatif
Onana masih sering bikin keputusan aneh. Harusnya lebih tenang di bawah mistar.,onana masih sering bikin keputusan aneh harusnya lebih tenang di bawah mistar,netral
Definitely agree with that one,definitely agree with that one,netral
"Mazraoui dengan crosses-nya, bener-bener ngasih dimensi baru di sisi kanan. Sayap MU makin hidup!",mazraoui dengan crossesnya benerbener ngasih dimensi baru di sisi kanan sayap mu makin hidup,positif
"@vickynatig emang kenapa? Sancho & antony itu beli 100, dijual paling 30 an juga wakaka",emang kenapa sancho antony itu beli dijual paling an juga wakaka,negatif
Banyak pemain MU yang performanya naik turun. Harusnya lebih konsisten.,banyak pemain mu yang performanya naik turun harusnya lebih konsisten,netral
"Serangan balik MU bagus, tapi pertahanannya juga harus kuat.",serangan balik mu bagus tapi pertahanannya juga harus kuat,positif
"Skema serangan balik Amorim lebih efektif, pemain lebih cepat mengambil keputusan.",skema serangan balik amorim lebih efektif pemain lebih cepat mengambil keputusan,netral
Bisa2 nya ga pake striker ï£¿Ã¼Ã²Ã,bisa nya ga pake striker,negatif
hahaha siap si paling gak fomo.,hahaha siap si paling gak fomo,positif
"Garnacho makin keren, tinggal diasah finishing-nya aja biar makin tajam.",garnacho makin keren tinggal diasah finishingnya aja biar makin tajam,positif
ajg Sterling,ajg sterling,netral
Oi Oi Oi.....,oi oi oi,netral
"Amorim lebih berhasil dalam mengatur pertahanan, tapi kadang serangan tim masih terhambat oleh keputusan yang buruk.",amorim lebih berhasil dalam mengatur pertahanan tapi kadang serangan tim masih terhambat oleh keputusan yang buruk,negatif
tim medis nya dipertanyakan,tim medis nya dipertanyakan,netral
Capekkk serius deh,capek serius deh,netral
pendukung botak kau tolol,pendukung botak kau tolol,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
Saya ragu apakah Amorim bisa membawa tim ini juara.,saya ragu apakah amorim bisa membawa tim ini juara,negatif
Plis jangan degradasi ï£¿Ã¼Ã²Ã,plis jangan degradasi,negatif
"Kita tetap perlu meningkatkan ketajaman di lini serang, banyak peluang yang seharusnya bisa lebih diselesaikan.",kita tetap perlu meningkatkan ketajaman di lini serang banyak peluang yang seharusnya bisa lebih diselesaikan,netral
Dalot lupa kalo dia bek kiri,dalot lupa kalo dia bek kiri,negatif
Eth brharap rash menemukan performa terbaiknya dg cara slalu menurunkannya namun ttp gagal sepertinya eth hrs membuat keputusan dg mempertimbangkan garnacho lwf dan amad rwf,eth brharap rash menemukan performa terbaiknya dg cara slalu menurunkannya namun ttp gagal sepertinya eth hrs membuat keputusan dg mempertimbangkan garnacho lwf dan amad rwf,positif
Kagak jadi nonton,kagak jadi nonton,negatif
midchester united,midchester united,netral
Dari pas pertama ngelatih juga bilang gini si botak,dari pas pertama ngelatih juga bilang gini si botak,negatif
Saya harap Ruben Amorim bisa segera mengatasi masalah ketajaman lini depan. Hasil imbang menunjukkan ada ruang untuk perbaikan.,saya harap ruben amorim bisa segera mengatasi masalah ketajaman lini depan hasil imbang menunjukkan ada ruang untuk perbaikan,netral
"@altaybayindir Kamu keren, Onana gak pernah becus nangkap penalti",kamu keren onana gak pernah becus nangkap penalti,positif
"Amorim membuat permainan lebih seimbang antara serangan dan bertahan, tetapi konsistensi masih jadi masalah.",amorim membuat permainan lebih seimbang antara serangan dan bertahan tetapi konsistensi masih jadi masalah,netral
"Kekalahan 1-2, sangat buruk! Amorim harus segera evaluasi tim dan atasi kelemahan yang jelas di lini belakang.",kekalahan sangat buruk amorim harus segera evaluasi tim dan atasi kelemahan yang jelas di lini belakang,negatif
@charisgultom biasain nonton,biasain nonton,negatif
Hahahah,hahahah,positif
"De gea/ diamonde, de light, maguire/ mazroi, mctomnay, maino,Davies/ Kvaratskhelia, hojlund/gyokeres, olise",de gea diamonde de light maguire mazroi mctomnay mainodavies kvaratskhelia hojlundgyokeres olise,netral
@anjarnikeysa rasford lol,rasford lol,negatif
Poor club,poor club,netral
Mainoo beban sih.,mainoo beban sih,netral
@edgoofy cilwel masih sabi sih,cilwel masih sabi sih,negatif
Betul,betul,positif
Gw gak paham kenapa dia selalu main terus pdhl mainnya begitu begitu aja,gw gak paham kenapa dia selalu main terus pdhl mainnya begitu begitu aja,negatif
onana lawak banget wkwk,onana lawak banget wkwk,negatif
"Ruben Amorim memperlihatkan kualitasnya di laga kedua, meskipun hasilnya imbang, saya bisa melihat banyak peningkatan dalam permainan tim.",ruben amorim memperlihatkan kualitasnya di laga kedua meskipun hasilnya imbang saya bisa melihat banyak peningkatan dalam permainan tim,positif
"Fix Harry Amass, Obi Martin masuk skuad sihh, lekas pulih MUï£¿Ã¼Ã®â¢ #GGMU",fix harry amass obi martin masuk skuad sihh lekas pulih mu ggmu,positif
"Ternyata belum berubah, padahal liverpool baru ganti pelatih",ternyata belum berubah padahal liverpool baru ganti pelatih,netral
"Amorim membawa angin segar, permainan jauh lebih atraktif dan menyerang.",amorim membawa angin segar permainan jauh lebih atraktif dan menyerang,positif
"Saya melihat banyak potensi dalam tim, meskipun hasil pertama imbang. Ruben Amorim bisa memberikan MU banyak hal positif ke depannya.",saya melihat banyak potensi dalam tim meskipun hasil pertama imbang ruben amorim bisa memberikan mu banyak hal positif ke depannya,positif
"Hojlund yg digadang gadang nakal cemerlang busuk juga di emyu, ampun gua mah",hojlund yg digadang gadang nakal cemerlang busuk juga di emyu ampun gua mah,negatif
info skornya bang,info skornya bang,netral
"Yg salah, ngapain masukin rasford ama mount, udah bener beli pemain baru malah bandel",yg salah ngapain masukin rasford ama mount udah bener beli pemain baru malah bandel,negatif
"@bobbymulyana307 iyaa emang ngomongin umur, tapi pengalaman di epl juga berpengaruh pastinyaa",iyaa emang ngomongin umur tapi pengalaman di epl juga berpengaruh pastinyaa,positif
"POV untuk pertandingan kemarin v Liverpool, knp hrs ada Rashford, ya krn belio satuÂ¬â¤nya homegrown, klo gak salah aturannya setiap klub/pertandingan hrs memainkan min. 1 pemain homegrown",pov untuk pertandingan kemarin v liverpool knp hrs ada rashford ya krn belio satu nya homegrown klo gak salah aturannya setiap klubpertandingan hrs memainkan min pemain homegrown,netral
Ni pemain cuma lari lari doang jir skrng tuh gatau knp dia gacor musim kmaren cuma krna ada mas wegwos,ni pemain cuma lari lari doang jir skrng tuh gatau knp dia gacor musim kmaren cuma krna ada mas wegwos,positif
Ft win 2-1,ft win,netral
Eth kapan di pecat,eth kapan di pecat,netral
"Tenang, minimal 1 trophy musim ini",tenang minimal trophy musim ini,netral
"ugarte dm, maino cm, bruno amf, lwf garnacho, rwf amad, cf hojlund",ugarte dm maino cm bruno amf lwf garnacho rwf amad cf hojlund,netral
Mainoo bisa kali di convert ke AM soalnya dribble nya bagus bola lengket di kaki dia + bisa main 1-2 sentuhan di area kotak penalti lawan,mainoo bisa kali di convert ke am soalnya dribble nya bagus bola lengket di kaki dia bisa main sentuhan di area kotak penalti lawan,positif
Gue yakin kalo STY dikasih tim MU pasti jauh lebih baik dari amorimï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã pelatih penjas ini mah,gue yakin kalo sty dikasih tim mu pasti jauh lebih baik dari amorim pelatih penjas ini mah,positif
"bek kiri belum, kemarin kalah lawan brigton gol menit akhir kan dari posisi bek kiri kosong melompong, dalot bapuk jd masih bisa alasan beliau sang botak",bek kiri belum kemarin kalah lawan brigton gol menit akhir kan dari posisi bek kiri kosong melompong dalot bapuk jd masih bisa alasan beliau sang botak,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
eth,eth,negatif
WASIT : ASYUUU ARSENAL,wasit asyu arsenal,negatif
nice,nice,positif
Main dikandang skrg kalah mulu heran,main dikandang skrg kalah mulu heran,negatif
"Pertahanan masih jadi masalah, terlalu mudah ditembus seperti era Ten Hag.",pertahanan masih jadi masalah terlalu mudah ditembus seperti era ten hag,negatif
Setuju,setuju,positif
@gdoneofak1nd Yoi bng mungkin untuk Casemiro bakal dicoba KLO ugarte udh masuk squad,yoi bng mungkin untuk casemiro bakal dicoba klo ugarte udh masuk squad,netral
"Saya merasa bahwa dengan sedikit waktu, Ruben Amorim bisa membawa tim ini kembali ke jalur kemenangan. Lini serang harus segera lebih tajam.",saya merasa bahwa dengan sedikit waktu ruben amorim bisa membawa tim ini kembali ke jalur kemenangan lini serang harus segera lebih tajam,positif
@ronaaldiii mungkin krna ini sih JD emyu nambah 30m ajh,mungkin krna ini sih jd emyu nambah m ajh,netral
"Astaga, striker kita ini beban! Nyundul bola aja gagal terus!",astaga striker kita ini beban nyundul bola aja gagal terus,negatif
"Gk bisa, akamsi harus main",gk bisa akamsi harus main,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
Pertandingan akan dimulai pukul 19:00 WIB.,pertandingan akan dimulai pukul wib,netral
Kebiasaan e mu mesti menit akhir cok,kebiasaan e mu mesti menit akhir cok,negatif
Malah kalah ï£¿Ã¼Ã²Ã,malah kalah,negatif
Bruno: pertahankan standart kita,bruno pertahankan standart kita,netral
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
"Kecewa berat dengan permainan MU sekarang, lebih buruk dari era Ten Hag.",kecewa berat dengan permainan mu sekarang lebih buruk dari era ten hag,negatif
1 beban dituker 2 beban yg bener aja,beban dituker beban yg bener aja,negatif
"ganti kiper, gol kedua bola cuman jarak segitu gabisa di save",ganti kiper gol kedua bola cuman jarak segitu gabisa di save,negatif
"Ruben Amorim semakin menunjukkan filosofi permainannya. Lini tengah terlihat lebih solid, meskipun kami masih kesulitan di lini serang.",ruben amorim semakin menunjukkan filosofi permainannya lini tengah terlihat lebih solid meskipun kami masih kesulitan di lini serang,positif
Jual cari yg tenaga2 muda dan bayaran yg murah ketimbang yg ini beban club gajinya,jual cari yg tenaga muda dan bayaran yg murah ketimbang yg ini beban club gajinya,negatif
Kenapa kita masih mempertahankan pemain sampah ini? Nggak ada kontribusi!,kenapa kita masih mempertahankan pemain sampah ini nggak ada kontribusi,positif
@mrihsani masuk final fa aja itu hoki bjir harusnya kalah di semi lawan converty ï£¿Ã¼Â§Â£,masuk final fa aja itu hoki bjir harusnya kalah di semi lawan converty,negatif
"Ten Hag menunjukkan kemajuan dalam struktur permainan, tetapi ada kelemahan jelas di lini serang yang harus diperbaiki.",ten hag menunjukkan kemajuan dalam struktur permainan tetapi ada kelemahan jelas di lini serang yang harus diperbaiki,netral
Syukurlah gak di bantai,syukurlah gak di bantai,positif
Emang udah ga ketolong pak bupati ini,emang udah ga ketolong pak bupati ini,negatif
@maulanapetzl_23 terus coba sebutin siapa yg cocok gantiin?,terus coba sebutin siapa yg cocok gantiin,netral
"Pergerakan off the ball pemain lebih bagus, menciptakan banyak opsi serangan.",pergerakan off the ball pemain lebih bagus menciptakan banyak opsi serangan,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
"Kita tetap perlu meningkatkan ketajaman di lini serang, banyak peluang yang seharusnya bisa lebih diselesaikan.",kita tetap perlu meningkatkan ketajaman di lini serang banyak peluang yang seharusnya bisa lebih diselesaikan,netral
"Terlepas dari hasil akhir, saya bangga menjadi bagian dari pendukung MU.",terlepas dari hasil akhir saya bangga menjadi bagian dari pendukung mu,positif
"Amorim pintar membaca permainan lawan, strategi lebih adaptif.",amorim pintar membaca permainan lawan strategi lebih adaptif,positif
Udh gk ketolong lagi ini mah ï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,udh gk ketolong lagi ini mah,negatif
Dialo n maino knp ?,dialo n maino knp,netral
"Saya sedikit kecewa dengan hasil imbang, namun saya melihat banyak hal positif dalam cara bermain tim di bawah Ruben Amorim.",saya sedikit kecewa dengan hasil imbang namun saya melihat banyak hal positif dalam cara bermain tim di bawah ruben amorim,positif
sabi nambah pasien bpjs,sabi nambah pasien bpjs,netral
@hellof46_ mau salahin siapa bro yg biki taktik nerapin pemain dan pasang pemain ya pelatih bro,mau salahin siapa bro yg biki taktik nerapin pemain dan pasang pemain ya pelatih bro,negatif
"MU sekarang lebih sabar dalam menyerang, gak cuma serangan balik doang. Semua berkat Amorim yang udah kasih pengaruh besar.",mu sekarang lebih sabar dalam menyerang gak cuma serangan balik doang semua berkat amorim yang udah kasih pengaruh besar,positif
"@irfansyahidi kebiasaan pelatih ini gitu, cuma main aman berharap hoki. Musim ke3 melatih main gak aktraktif, ada striker pasang bruno. Pelatih LFC aja baru datang mainnya lebih aktraktif dan efektif",kebiasaan pelatih ini gitu cuma main aman berharap hoki musim ke melatih main gak aktraktif ada striker pasang bruno pelatih lfc aja baru datang mainnya lebih aktraktif dan efektif,positif
apesss,apes,negatif
"Formasi lebih fleksibel, bisa berubah sesuai situasi pertandingan.",formasi lebih fleksibel bisa berubah sesuai situasi pertandingan,netral
Nonton MU sekarang bikin sakit mata. Amorim out! Bawa balik Ten Hag!,nonton mu sekarang bikin sakit mata amorim out bawa balik ten hag,negatif
Rashford OUT,rashford out,netral
"@mputraff dari musim ke musim gada peningkatan bro, dilain sisi udah ngabisin berapa duit tuh botak?",dari musim ke musim gada peningkatan bro dilain sisi udah ngabisin berapa duit tuh botak,negatif
"@dwikiaderzmwn biasalah, youngstar, akamsi, di up media, besokkannya langsung labil ï£¿Ã¼Ã²Ã",biasalah youngstar akamsi di up media besokkannya langsung labil,negatif
Pressing tinggi ala Amorim lebih efektif ketimbang pressing setengah lapangan Ten Hag.,pressing tinggi ala amorim lebih efektif ketimbang pressing setengah lapangan ten hag,positif
Bisa gak sih lebih cepat ambil keputusan di depan gawang? Kebanyakan mikir jadinya sia-sia.,bisa gak sih lebih cepat ambil keputusan di depan gawang kebanyakan mikir jadinya siasia,negatif
"Skill individu makin berkembang, passing lebih presisi, bangga banget!",skill individu makin berkembang passing lebih presisi bangga banget,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
Mahal ya,mahal ya,negatif
Setuju dan kualitas United akan tetap seperti itu jika masih ada rashy,setuju dan kualitas united akan tetap seperti itu jika masih ada rashy,positif
"Skor 2-1! Walau menang, MU nggak bisa terus bermain begini. Pertahanan harus lebih rapat agar nggak kebobolan lagi.",skor walau menang mu nggak bisa terus bermain begini pertahanan harus lebih rapat agar nggak kebobolan lagi,positif
"Squad mewah tapi cedera, fans Ronaldo masih sakit hati ya awokwo",squad mewah tapi cedera fans ronaldo masih sakit hati ya awokwo,negatif
@raafkyy ngeboostnya sampai mana bro musim lalu?,ngeboostnya sampai mana bro musim lalu,negatif
"Kekalahan yang memalukan! 1-2 kalah, kalau pertahanan kita kayak gini, kita bakal kesulitan terus.",kekalahan yang memalukan kalah kalau pertahanan kita kayak gini kita bakal kesulitan terus,negatif
"banyak kok baru main di EPL bagus, kalau di latih pelatih yg tegas, pola permainan bagus",banyak kok baru main di epl bagus kalau di latih pelatih yg tegas pola permainan bagus,positif
ga sengaja itu min anjir,ga sengaja itu min anjir,negatif
@kevin_beatrix alasan yg tidak masuk akal sehat ï£¿Ã¼Ã²Ã,alasan yg tidak masuk akal sehat,negatif
Betul,betul,positif
@yesayaadii peter schmeichel 99. Tahun 99 waktu treble . Mu imbang 1-1 lawan arsenal . Roy keane kartu merah . Di menit terakhir schemeichel save penalty nya bergkamp. Di perpanjangan waktu . Giggs cetak gol solo run legendaris.,peter schmeichel tahun waktu treble mu imbang lawan arsenal roy keane kartu merah di menit terakhir schemeichel save penalty nya bergkamp di perpanjangan waktu giggs cetak gol solo run legendaris,positif
Masih ada beberapa pemain yang belum nyetel dengan taktik Amorim.,masih ada beberapa pemain yang belum nyetel dengan taktik amorim,netral
@mrihsani keputusan bijak nan cerdas wkwk ga ngikutin sebulan aja hidup rasanya lebih fresh,keputusan bijak nan cerdas wkwk ga ngikutin sebulan aja hidup rasanya lebih fresh,positif
"lu liat pemain liverpool awal klopp gimana? trus gimana kebebasan klopp belanja pemain? mau bandingin sama yg didapet ten hag? jauhhhhh, emang kualitasnya jauh, ini gue ngomongin fakta, kalo udah pendukung pasti gabakal terima fakta",lu liat pemain liverpool awal klopp gimana trus gimana kebebasan klopp belanja pemain mau bandingin sama yg didapet ten hag jauh emang kualitasnya jauh ini gue ngomongin fakta kalo udah pendukung pasti gabakal terima fakta,negatif
Harusnya yg diganti eth sih... Coba rvn jadi coach nya. Asistennya rvp. Eth bagian cuci jersey... Capek juga nunggu eth bangun tim...,harusnya yg diganti eth sih coba rvn jadi coach nya asistennya rvp eth bagian cuci jersey capek juga nunggu eth bangun tim,positif
Kok MU sering banget kena counter attack? Harusnya bisa lebih disiplin di lini tengah.,kok mu sering banget kena counter attack harusnya bisa lebih disiplin di lini tengah,negatif
fit utk menghibur ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢,fit utk menghibur,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
Mesti dilatih siy cara defensenya lagi.. jangan bola mulu yg diliatin,mesti dilatih siy cara defensenya lagi jangan bola mulu yg diliatin,negatif
"Laga kedua menunjukkan banyak perbaikan dalam organisasi tim, meskipun masih ada kekurangan di lini serang yang perlu segera diperbaiki oleh Ruben Amorim.",laga kedua menunjukkan banyak perbaikan dalam organisasi tim meskipun masih ada kekurangan di lini serang yang perlu segera diperbaiki oleh ruben amorim,positif
Jamunya onana apa yaa? Kayak fit mulu,jamunya onana apa yaa kayak fit mulu,negatif
"@muhammadsaeful39 sabar dulu bang wkwkw.  pergantiannya emang aneh. tunggu 1 tahun lagi biar genap 4 tahun, kalo masih gitu gitu aja harus out ETH. kenapa 4 tahun kita liat aja ke klop di liverpool",sabar dulu bang wkwkw pergantiannya emang aneh tunggu tahun lagi biar genap tahun kalo masih gitu gitu aja harus out eth kenapa tahun kita liat aja ke klop di liverpool,positif
Amorim Master class babak kedua ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢,amorim master class babak kedua,netral
"Udah bukan salah pelatih bwangg, emg emyu yg bapuk @rzkyaph",udah bukan salah pelatih bwangg emg emyu yg bapuk,positif
"Lini depan kita lebih hidup, tapi defense masih masalah besar. MU menang 2-1, tapi pertahanan harus diperbaiki cepat!",lini depan kita lebih hidup tapi defense masih masalah besar mu menang tapi pertahanan harus diperbaiki cepat,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
"Kalau MU nggak segera perbaiki pertahanan, bisa makin terpuruk di liga.",kalau mu nggak segera perbaiki pertahanan bisa makin terpuruk di liga,positif
"Pergantian yg ga habis pikir menurut gua, bisa2 nya garna yg ditarik keluar",pergantian yg ga habis pikir menurut gua bisa nya garna yg ditarik keluar,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
tengahnya udah mayan alirannya tp pas sampe winger bolanya mati kalo ga backpass anjir,tengahnya udah mayan alirannya tp pas sampe winger bolanya mati kalo ga backpass anjir,negatif
"maino kaya di nerf dah , kaya ga ada keeatifitas lg kaya musim kemaren",maino kaya di nerf dah kaya ga ada keeatifitas lg kaya musim kemaren,negatif
"Dorgu underrated banget, tapi potensinya gede! Udah mulai keliatan chemistry-nya sama tim.",dorgu underrated banget tapi potensinya gede udah mulai keliatan chemistrynya sama tim,positif
Banyak pemain MU yang performanya naik turun. Harusnya lebih konsisten.,banyak pemain mu yang performanya naik turun harusnya lebih konsisten,netral
"nah ayo bang,, kita debat pendukung Onana dan Ten hag",nah ayo bang kita debat pendukung onana dan ten hag,negatif
"Yeh, berarti belum valid dong bang apa yang lu omongin",yeh berarti belum valid dong bang apa yang lu omongin,negatif
"Bisa gak sih tenhag kalo kalah gak usah masuk lapangan, langsung aja ke locker roomï£¿Ã¼Ã²Ã",bisa gak sih tenhag kalo kalah gak usah masuk lapangan langsung aja ke locker room,negatif
